name,value,year,lastValue,rank,tid
Nikola Jokic,17.17,2021-12-07,17.17,1,#fcc624
Giannis Antetokounmpo,14.64,2021-12-07,14.64,2,#2c4e3c
Rudy Gobert,11.93,2021-12-07,11.93,3,#244e34
Luka Doncic,11.71,2021-12-07,11.66,4,#1452b4
Jonas Valanciunas,10.69,2021-12-07,10.69,5,#0c223c
Kristaps Porzingis,8.95,2021-12-07,8.85,6,#1452b4
Nikola Vucevic,8.64,2021-12-07,8.64,7,#bc062c
Jusuf Nurkic,8.49,2021-12-07,8.49,8,#cc0a2c
Clint Capela,8.29,2021-12-07,8.29,9,#cc062c
OG Anunoby,7.71,2021-12-07,7.71,10,#bc0f33
Nikola Jokic,17.3,2021-12-08,17.17,1,#fcc624
Giannis Antetokounmpo,14.15,2021-12-08,14.64,2,#2c4e3c
Luka Doncic,11.8,2021-12-08,11.71,3,#1452b4
Rudy Gobert,11.76,2021-12-08,11.93,4,#244e34
Jonas Valanciunas,10.68,2021-12-08,10.69,5,#0c223c
Kristaps Porzingis,8.84,2021-12-08,8.95,6,#1452b4
Nikola Vucevic,8.43,2021-12-08,8.64,7,#bc062c
Jusuf Nurkic,8.38,2021-12-08,8.49,8,#cc0a2c
Clint Capela,8.29,2021-12-08,8.29,9,#cc062c
OG Anunoby,7.71,2021-12-08,7.71,10,#bc0f33
Nikola Jokic,17.11,2021-12-09,17.3,1,#fcc624
Giannis Antetokounmpo,14.15,2021-12-09,14.15,2,#2c4e3c
Luka Doncic,11.8,2021-12-09,11.8,3,#1452b4
Rudy Gobert,11.79,2021-12-09,11.76,4,#244e34
Jonas Valanciunas,10.68,2021-12-09,10.68,5,#0c223c
Kristaps Porzingis,8.84,2021-12-09,8.84,6,#1452b4
Nikola Vucevic,8.43,2021-12-09,8.43,7,#bc062c
Jusuf Nurkic,8.38,2021-12-09,8.38,8,#cc0a2c
Clint Capela,8.29,2021-12-09,8.29,9,#cc062c
OG Anunoby,7.71,2021-12-09,7.71,10,#bc0f33
Nikola Jokic,17.11,2021-12-10,17.11,1,#fcc624
Giannis Antetokounmpo,14.48,2021-12-10,14.15,2,#2c4e3c
Luka Doncic,11.9,2021-12-10,11.8,3,#1452b4
Rudy Gobert,11.79,2021-12-10,11.79,4,#244e34
Jonas Valanciunas,10.65,2021-12-10,10.68,5,#0c223c
Kristaps Porzingis,8.79,2021-12-10,8.84,6,#1452b4
Clint Capela,8.47,2021-12-10,8.29,7,#cc062c
Nikola Vucevic,8.43,2021-12-10,8.43,8,#bc062c
Jusuf Nurkic,8.38,2021-12-10,8.38,9,#cc0a2c
OG Anunoby,7.71,2021-12-10,7.71,10,#bc0f33
Nikola Jokic,17.26,2021-12-11,17.11,1,#fcc624
Giannis Antetokounmpo,14.48,2021-12-11,14.48,2,#2c4e3c
Luka Doncic,11.9,2021-12-11,11.9,3,#1452b4
Rudy Gobert,11.82,2021-12-11,11.79,4,#244e34
Jonas Valanciunas,10.65,2021-12-11,10.65,5,#0c223c
Kristaps Porzingis,8.79,2021-12-11,8.79,6,#1452b4
Clint Capela,8.47,2021-12-11,8.47,7,#cc062c
Jusuf Nurkic,8.38,2021-12-11,8.38,8,#cc0a2c
Nikola Vucevic,8.11,2021-12-11,8.43,9,#bc062c
OG Anunoby,7.71,2021-12-11,7.71,10,#bc0f33
Nikola Jokic,17.26,2021-12-12,17.26,1,#fcc624
Giannis Antetokounmpo,14.36,2021-12-12,14.48,2,#2c4e3c
Luka Doncic,11.9,2021-12-12,11.9,3,#1452b4
Rudy Gobert,11.82,2021-12-12,11.82,4,#244e34
Jonas Valanciunas,10.54,2021-12-12,10.65,5,#0c223c
Kristaps Porzingis,8.61,2021-12-12,8.79,6,#1452b4
Clint Capela,8.47,2021-12-12,8.47,7,#cc062c
Jusuf Nurkic,8.16,2021-12-12,8.38,8,#cc0a2c
Nikola Vucevic,8.11,2021-12-12,8.11,9,#bc062c
OG Anunoby,7.71,2021-12-12,7.71,10,#bc0f33
Nikola Jokic,17.54,2021-12-13,17.26,1,#fcc624
Giannis Antetokounmpo,14.1,2021-12-13,14.36,2,#2c4e3c
Luka Doncic,11.9,2021-12-13,11.9,3,#1452b4
Rudy Gobert,11.82,2021-12-13,11.82,4,#244e34
Jonas Valanciunas,10.54,2021-12-13,10.54,5,#0c223c
Kristaps Porzingis,8.79,2021-12-13,8.61,6,#1452b4
Clint Capela,8.49,2021-12-13,8.47,7,#cc062c
Jusuf Nurkic,8.16,2021-12-13,8.16,8,#cc0a2c
Nikola Vucevic,8.11,2021-12-13,8.11,9,#bc062c
OG Anunoby,7.71,2021-12-13,7.71,10,#bc0f33
Nikola Jokic,17.54,2021-12-14,17.54,1,#fcc624
Giannis Antetokounmpo,14.1,2021-12-14,14.1,2,#2c4e3c
Luka Doncic,11.9,2021-12-14,11.9,3,#1452b4
Rudy Gobert,11.82,2021-12-14,11.82,4,#244e34
Jonas Valanciunas,10.54,2021-12-14,10.54,5,#0c223c
Kristaps Porzingis,8.79,2021-12-14,8.79,6,#1452b4
Clint Capela,8.49,2021-12-14,8.49,7,#cc062c
Jusuf Nurkic,8.34,2021-12-14,8.16,8,#cc0a2c
Nikola Vucevic,8.11,2021-12-14,8.11,9,#bc062c
OG Anunoby,7.71,2021-12-14,7.71,10,#bc0f33
Nikola Jokic,17.44,2021-12-15,17.54,1,#fcc624
Giannis Antetokounmpo,14.1,2021-12-15,14.1,2,#2c4e3c
Rudy Gobert,11.94,2021-12-15,11.82,3,#244e34
Luka Doncic,11.9,2021-12-15,11.9,4,#1452b4
Jonas Valanciunas,10.64,2021-12-15,10.54,5,#0c223c
Kristaps Porzingis,8.76,2021-12-15,8.79,6,#1452b4
Clint Capela,8.5,2021-12-15,8.49,7,#cc062c
Jusuf Nurkic,8.35,2021-12-15,8.34,8,#cc0a2c
Nikola Vucevic,8.11,2021-12-15,8.11,9,#bc062c
OG Anunoby,7.71,2021-12-15,7.71,10,#bc0f33
Nikola Jokic,17.44,2021-12-16,17.44,1,#fcc624
Giannis Antetokounmpo,14.1,2021-12-16,14.1,2,#2c4e3c
Rudy Gobert,11.94,2021-12-16,11.94,3,#244e34
Luka Doncic,11.9,2021-12-16,11.9,4,#1452b4
Jonas Valanciunas,10.64,2021-12-16,10.64,5,#0c223c
Kristaps Porzingis,8.76,2021-12-16,8.76,6,#1452b4
Clint Capela,8.5,2021-12-16,8.5,7,#cc062c
Jusuf Nurkic,8.35,2021-12-16,8.35,8,#cc0a2c
Nikola Vucevic,8.11,2021-12-16,8.11,9,#bc062c
OG Anunoby,7.71,2021-12-16,7.71,10,#bc0f33
Nikola Jokic,17.2,2021-12-17,17.44,1,#fcc624
Giannis Antetokounmpo,14.1,2021-12-17,14.1,2,#2c4e3c
Luka Doncic,11.9,2021-12-17,11.9,3,#1452b4
Rudy Gobert,11.88,2021-12-17,11.94,4,#244e34
Jonas Valanciunas,10.63,2021-12-17,10.64,5,#0c223c
Kristaps Porzingis,8.76,2021-12-17,8.76,6,#1452b4
Clint Capela,8.5,2021-12-17,8.5,7,#cc062c
Jusuf Nurkic,8.17,2021-12-17,8.35,8,#cc0a2c
Nikola Vucevic,8.11,2021-12-17,8.11,9,#bc062c
OG Anunoby,7.71,2021-12-17,7.71,10,#bc0f33
Nikola Jokic,17.2,2021-12-18,17.2,1,#fcc624
Giannis Antetokounmpo,14.1,2021-12-18,14.1,2,#2c4e3c
Rudy Gobert,11.92,2021-12-18,11.88,3,#244e34
Luka Doncic,11.9,2021-12-18,11.9,4,#1452b4
Jonas Valanciunas,10.63,2021-12-18,10.63,5,#0c223c
Kristaps Porzingis,8.76,2021-12-18,8.76,6,#1452b4
Clint Capela,8.5,2021-12-18,8.5,7,#cc062c
Jusuf Nurkic,8.17,2021-12-18,8.17,8,#cc0a2c
Nikola Vucevic,8.11,2021-12-18,8.11,9,#bc062c
OG Anunoby,7.29,2021-12-18,7.71,10,#bc0f33
Nikola Jokic,17.2,2021-12-19,17.2,1,#fcc624
Giannis Antetokounmpo,14.1,2021-12-19,14.1,2,#2c4e3c
Rudy Gobert,11.92,2021-12-19,11.92,3,#244e34
Luka Doncic,11.9,2021-12-19,11.9,4,#1452b4
Jonas Valanciunas,10.63,2021-12-19,10.63,5,#0c223c
Kristaps Porzingis,8.61,2021-12-19,8.76,6,#1452b4
Clint Capela,8.5,2021-12-19,8.5,7,#cc062c
Nikola Vucevic,8.31,2021-12-19,8.11,8,#bc062c
Jusuf Nurkic,7.96,2021-12-19,8.17,9,#cc0a2c
OG Anunoby,7.29,2021-12-19,7.29,10,#bc0f33
Nikola Jokic,17.2,2021-12-20,17.2,1,#fcc624
Giannis Antetokounmpo,14.1,2021-12-20,14.1,2,#2c4e3c
Rudy Gobert,12.1,2021-12-20,11.92,3,#244e34
Luka Doncic,11.9,2021-12-20,11.9,4,#1452b4
Jonas Valanciunas,10.63,2021-12-20,10.63,5,#0c223c
Kristaps Porzingis,8.61,2021-12-20,8.61,6,#1452b4
Clint Capela,8.5,2021-12-20,8.5,7,#cc062c
Nikola Vucevic,8.24,2021-12-20,8.31,8,#bc062c
Jusuf Nurkic,7.96,2021-12-20,7.96,9,#cc0a2c
OG Anunoby,7.29,2021-12-20,7.29,10,#bc0f33
Nikola Jokic,17.2,2021-12-21,17.2,1,#fcc624
Giannis Antetokounmpo,14.1,2021-12-21,14.1,2,#2c4e3c
Rudy Gobert,12.1,2021-12-21,12.1,3,#244e34
Luka Doncic,11.9,2021-12-21,11.9,4,#1452b4
Jonas Valanciunas,10.52,2021-12-21,10.63,5,#0c223c
Kristaps Porzingis,8.61,2021-12-21,8.61,6,#1452b4
Clint Capela,8.5,2021-12-21,8.5,7,#cc062c
Nikola Vucevic,8.24,2021-12-21,8.24,8,#bc062c
Jusuf Nurkic,7.94,2021-12-21,7.96,9,#cc0a2c
OG Anunoby,7.29,2021-12-21,7.29,10,#bc0f33
Nikola Jokic,16.91,2021-12-22,17.2,1,#fcc624
Giannis Antetokounmpo,14.1,2021-12-22,14.1,2,#2c4e3c
Rudy Gobert,12.1,2021-12-22,12.1,3,#244e34
Luka Doncic,11.9,2021-12-22,11.9,4,#1452b4
Jonas Valanciunas,10.52,2021-12-22,10.52,5,#0c223c
Kristaps Porzingis,8.61,2021-12-22,8.61,6,#1452b4
Clint Capela,8.5,2021-12-22,8.5,7,#cc062c
Nikola Vucevic,8.24,2021-12-22,8.24,8,#bc062c
Jusuf Nurkic,7.94,2021-12-22,7.94,9,#cc0a2c
OG Anunoby,7.29,2021-12-22,7.29,10,#bc0f33
Nikola Jokic,16.76,2021-12-23,16.91,1,#fcc624
Giannis Antetokounmpo,14.1,2021-12-23,14.1,2,#2c4e3c
Rudy Gobert,12.01,2021-12-23,12.1,3,#244e34
Luka Doncic,11.9,2021-12-23,11.9,4,#1452b4
Jonas Valanciunas,10.52,2021-12-23,10.52,5,#0c223c
Kristaps Porzingis,8.61,2021-12-23,8.61,6,#1452b4
Clint Capela,8.5,2021-12-23,8.5,7,#cc062c
Nikola Vucevic,8.24,2021-12-23,8.24,8,#bc062c
Jusuf Nurkic,7.94,2021-12-23,7.94,9,#cc0a2c
OG Anunoby,7.29,2021-12-23,7.29,10,#bc0f33
Nikola Jokic,16.76,2021-12-24,16.76,1,#fcc624
Giannis Antetokounmpo,14.1,2021-12-24,14.1,2,#2c4e3c
Rudy Gobert,12.01,2021-12-24,12.01,3,#244e34
Luka Doncic,11.9,2021-12-24,11.9,4,#1452b4
Jonas Valanciunas,10.52,2021-12-24,10.52,5,#0c223c
Kristaps Porzingis,8.61,2021-12-24,8.61,6,#1452b4
Clint Capela,8.5,2021-12-24,8.5,7,#cc062c
Nikola Vucevic,8.24,2021-12-24,8.24,8,#bc062c
Jusuf Nurkic,7.94,2021-12-24,7.94,9,#cc0a2c
OG Anunoby,7.29,2021-12-24,7.29,10,#bc0f33
Nikola Jokic,16.76,2021-12-25,16.76,1,#fcc624
Giannis Antetokounmpo,14.16,2021-12-25,14.1,2,#2c4e3c
Luka Doncic,11.9,2021-12-25,11.9,3,#1452b4
Rudy Gobert,11.88,2021-12-25,12.01,4,#244e34
Jonas Valanciunas,10.52,2021-12-25,10.52,5,#0c223c
Kristaps Porzingis,8.78,2021-12-25,8.61,6,#1452b4
Clint Capela,8.25,2021-12-25,8.5,7,#cc062c
Nikola Vucevic,8.24,2021-12-25,8.24,8,#bc062c
Jusuf Nurkic,7.94,2021-12-25,7.94,9,#cc0a2c
OG Anunoby,7.29,2021-12-25,7.29,10,#bc0f33
Nikola Jokic,16.8,2021-12-26,16.76,1,#fcc624
Giannis Antetokounmpo,14.16,2021-12-26,14.16,2,#2c4e3c
Luka Doncic,11.9,2021-12-26,11.9,3,#1452b4
Rudy Gobert,11.88,2021-12-26,11.88,4,#244e34
Jonas Valanciunas,10.52,2021-12-26,10.52,5,#0c223c
Kristaps Porzingis,8.78,2021-12-26,8.78,6,#1452b4
Nikola Vucevic,8.47,2021-12-26,8.24,7,#bc062c
Clint Capela,8.25,2021-12-26,8.25,8,#cc062c
Jusuf Nurkic,7.94,2021-12-26,7.94,9,#cc0a2c
OG Anunoby,7.29,2021-12-26,7.29,10,#bc0f33
Nikola Jokic,16.8,2021-12-27,16.8,1,#fcc624
Giannis Antetokounmpo,14.16,2021-12-27,14.16,2,#2c4e3c
Rudy Gobert,11.95,2021-12-27,11.88,3,#244e34
Luka Doncic,11.9,2021-12-27,11.9,4,#1452b4
Jonas Valanciunas,10.52,2021-12-27,10.52,5,#0c223c
Kristaps Porzingis,9.17,2021-12-27,8.78,6,#1452b4
Nikola Vucevic,8.69,2021-12-27,8.47,7,#bc062c
Clint Capela,8.19,2021-12-27,8.25,8,#cc062c
Jusuf Nurkic,7.94,2021-12-27,7.94,9,#cc0a2c
OG Anunoby,7.29,2021-12-27,7.29,10,#bc0f33
Nikola Jokic,16.87,2021-12-28,16.8,1,#fcc624
Giannis Antetokounmpo,14.02,2021-12-28,14.16,2,#2c4e3c
Rudy Gobert,11.95,2021-12-28,11.95,3,#244e34
Luka Doncic,11.9,2021-12-28,11.9,4,#1452b4
Jonas Valanciunas,10.35,2021-12-28,10.52,5,#0c223c
Kristaps Porzingis,9.17,2021-12-28,9.17,6,#1452b4
Nikola Vucevic,8.69,2021-12-28,8.69,7,#bc062c
Clint Capela,8.19,2021-12-28,8.19,8,#cc062c
Jusuf Nurkic,7.94,2021-12-28,7.94,9,#cc0a2c
OG Anunoby,7.29,2021-12-28,7.29,10,#bc0f33
Nikola Jokic,16.87,2021-12-29,16.87,1,#fcc624
Giannis Antetokounmpo,14.02,2021-12-29,14.02,2,#2c4e3c
Rudy Gobert,11.99,2021-12-29,11.95,3,#244e34
Luka Doncic,11.9,2021-12-29,11.9,4,#1452b4
Jonas Valanciunas,10.35,2021-12-29,10.35,5,#0c223c
Kristaps Porzingis,9.26,2021-12-29,9.17,6,#1452b4
Nikola Vucevic,8.84,2021-12-29,8.69,7,#bc062c
Clint Capela,8.22,2021-12-29,8.19,8,#cc062c
Jusuf Nurkic,7.94,2021-12-29,7.94,9,#cc0a2c
OG Anunoby,7.29,2021-12-29,7.29,10,#bc0f33
Nikola Jokic,16.87,2021-12-30,16.87,1,#fcc624
Giannis Antetokounmpo,14.07,2021-12-30,14.02,2,#2c4e3c
Rudy Gobert,11.99,2021-12-30,11.99,3,#244e34
Luka Doncic,11.9,2021-12-30,11.9,4,#1452b4
Jonas Valanciunas,10.35,2021-12-30,10.35,5,#0c223c
Kristaps Porzingis,9.26,2021-12-30,9.26,6,#1452b4
Nikola Vucevic,8.84,2021-12-30,8.84,7,#bc062c
Clint Capela,8.22,2021-12-30,8.22,8,#cc062c
Jusuf Nurkic,7.94,2021-12-30,7.94,9,#cc0a2c
OG Anunoby,7.29,2021-12-30,7.29,10,#bc0f33
Nikola Jokic,16.87,2021-12-31,16.87,1,#fcc624
Giannis Antetokounmpo,14.07,2021-12-31,14.07,2,#2c4e3c
Rudy Gobert,11.98,2021-12-31,11.99,3,#244e34
Luka Doncic,11.9,2021-12-31,11.9,4,#1452b4
Jonas Valanciunas,10.35,2021-12-31,10.35,5,#0c223c
Kristaps Porzingis,9.46,2021-12-31,9.26,6,#1452b4
Nikola Vucevic,8.93,2021-12-31,8.84,7,#bc062c
Clint Capela,8.36,2021-12-31,8.22,8,#cc062c
Jusuf Nurkic,7.94,2021-12-31,7.94,9,#cc0a2c
OG Anunoby,7.49,2021-12-31,7.29,10,#bc0f33
Nikola Jokic,16.69,2022-01-01,16.87,1,#fcc624
Giannis Antetokounmpo,14.23,2022-01-01,14.07,2,#2c4e3c
Rudy Gobert,12.02,2022-01-01,11.98,3,#244e34
Luka Doncic,11.9,2022-01-01,11.9,4,#1452b4
Jonas Valanciunas,10.35,2022-01-01,10.35,5,#0c223c
Kristaps Porzingis,9.46,2022-01-01,9.46,6,#1452b4
Nikola Vucevic,8.96,2022-01-01,8.93,7,#bc062c
Clint Capela,8.36,2022-01-01,8.36,8,#cc062c
Jusuf Nurkic,7.94,2022-01-01,7.94,9,#cc0a2c
OG Anunoby,7.49,2022-01-01,7.49,10,#bc0f33
Nikola Jokic,16.69,2022-01-02,16.69,1,#fcc624
Giannis Antetokounmpo,14.23,2022-01-02,14.23,2,#2c4e3c
Rudy Gobert,12.02,2022-01-02,12.02,3,#244e34
Luka Doncic,11.82,2022-01-02,11.9,4,#1452b4
Jonas Valanciunas,10.35,2022-01-02,10.35,5,#0c223c
Kristaps Porzingis,9.46,2022-01-02,9.46,6,#1452b4
Nikola Vucevic,8.96,2022-01-02,8.96,7,#bc062c
Clint Capela,8.36,2022-01-02,8.36,8,#cc062c
Jusuf Nurkic,7.94,2022-01-02,7.94,9,#cc0a2c
OG Anunoby,7.39,2022-01-02,7.49,10,#bc0f33
Nikola Jokic,16.85,2022-01-03,16.69,1,#fcc624
Giannis Antetokounmpo,14.23,2022-01-03,14.23,2,#2c4e3c
Luka Doncic,12.07,2022-01-03,11.82,3,#1452b4
Rudy Gobert,11.89,2022-01-03,12.02,4,#244e34
Jonas Valanciunas,10.38,2022-01-03,10.35,5,#0c223c
Kristaps Porzingis,9.46,2022-01-03,9.46,6,#1452b4
Nikola Vucevic,9.02,2022-01-03,8.96,7,#bc062c
Clint Capela,8.4,2022-01-03,8.36,8,#cc062c
Jusuf Nurkic,7.91,2022-01-03,7.94,9,#cc0a2c
OG Anunoby,7.39,2022-01-03,7.39,10,#bc0f33
Nikola Jokic,16.85,2022-01-04,16.85,1,#fcc624
Giannis Antetokounmpo,14.23,2022-01-04,14.23,2,#2c4e3c
Luka Doncic,12.07,2022-01-04,12.07,3,#1452b4
Rudy Gobert,11.89,2022-01-04,11.89,4,#244e34
Jonas Valanciunas,10.41,2022-01-04,10.38,5,#0c223c
Kristaps Porzingis,9.46,2022-01-04,9.46,6,#1452b4
Nikola Vucevic,9.02,2022-01-04,9.02,7,#bc062c
Clint Capela,8.4,2022-01-04,8.4,8,#cc062c
Jusuf Nurkic,7.91,2022-01-04,7.91,9,#cc0a2c
OG Anunoby,7.37,2022-01-04,7.39,10,#bc0f33
Nikola Jokic,16.97,2022-01-05,16.85,1,#fcc624
Giannis Antetokounmpo,14.23,2022-01-05,14.23,2,#2c4e3c
Luka Doncic,12.2,2022-01-05,12.07,3,#1452b4
Rudy Gobert,11.89,2022-01-05,11.89,4,#244e34
Jonas Valanciunas,10.41,2022-01-05,10.41,5,#0c223c
Kristaps Porzingis,9.46,2022-01-05,9.46,6,#1452b4
Nikola Vucevic,9.02,2022-01-05,9.02,7,#bc062c
Clint Capela,8.42,2022-01-05,8.4,8,#cc062c
Jusuf Nurkic,7.98,2022-01-05,7.91,9,#cc0a2c
OG Anunoby,7.43,2022-01-05,7.37,10,#bc0f33
Nikola Jokic,16.97,2022-01-06,16.97,1,#fcc624
Giannis Antetokounmpo,14.23,2022-01-06,14.23,2,#2c4e3c
Luka Doncic,12.2,2022-01-06,12.2,3,#1452b4
Rudy Gobert,11.89,2022-01-06,11.89,4,#244e34
Jonas Valanciunas,10.32,2022-01-06,10.41,5,#0c223c
Kristaps Porzingis,9.46,2022-01-06,9.46,6,#1452b4
Nikola Vucevic,9.02,2022-01-06,9.02,7,#bc062c
Clint Capela,8.42,2022-01-06,8.42,8,#cc062c
Jusuf Nurkic,7.98,2022-01-06,7.98,9,#cc0a2c
OG Anunoby,7.43,2022-01-06,7.43,10,#bc0f33
Nikola Jokic,16.96,2022-01-07,16.97,1,#fcc624
Giannis Antetokounmpo,14.24,2022-01-07,14.23,2,#2c4e3c
Luka Doncic,12.2,2022-01-07,12.2,3,#1452b4
Rudy Gobert,11.89,2022-01-07,11.89,4,#244e34
Jonas Valanciunas,10.32,2022-01-07,10.32,5,#0c223c
Kristaps Porzingis,9.46,2022-01-07,9.46,6,#1452b4
Nikola Vucevic,9.08,2022-01-07,9.02,7,#bc062c
Clint Capela,8.27,2022-01-07,8.42,8,#cc062c
Jusuf Nurkic,7.93,2022-01-07,7.98,9,#cc0a2c
OG Anunoby,7.66,2022-01-07,7.43,10,#bc0f33
Nikola Jokic,16.96,2022-01-08,16.96,1,#fcc624
Giannis Antetokounmpo,14.45,2022-01-08,14.24,2,#2c4e3c
Luka Doncic,12.2,2022-01-08,12.2,3,#1452b4
Rudy Gobert,11.89,2022-01-08,11.89,4,#244e34
Jonas Valanciunas,10.32,2022-01-08,10.32,5,#0c223c
Kristaps Porzingis,9.46,2022-01-08,9.46,6,#1452b4
Nikola Vucevic,9.08,2022-01-08,9.08,7,#bc062c
Clint Capela,8.27,2022-01-08,8.27,8,#cc062c
Jusuf Nurkic,7.93,2022-01-08,7.93,9,#cc0a2c
OG Anunoby,7.66,2022-01-08,7.66,10,#bc0f33
Nikola Jokic,16.89,2022-01-09,16.96,1,#fcc624
Giannis Antetokounmpo,14.45,2022-01-09,14.45,2,#2c4e3c
Luka Doncic,12.27,2022-01-09,12.2,3,#1452b4
Rudy Gobert,11.89,2022-01-09,11.89,4,#244e34
Jonas Valanciunas,10.49,2022-01-09,10.32,5,#0c223c
Kristaps Porzingis,9.46,2022-01-09,9.46,6,#1452b4
Nikola Vucevic,8.93,2022-01-09,9.08,7,#bc062c
Clint Capela,8.27,2022-01-09,8.27,8,#cc062c
Jusuf Nurkic,8.12,2022-01-09,7.93,9,#cc0a2c
OG Anunoby,7.42,2022-01-09,7.66,10,#bc0f33
Nikola Jokic,16.89,2022-01-10,16.89,1,#fcc624
Giannis Antetokounmpo,14.5,2022-01-10,14.45,2,#2c4e3c
Luka Doncic,12.27,2022-01-10,12.27,3,#1452b4
Rudy Gobert,11.89,2022-01-10,11.89,4,#244e34
Jonas Valanciunas,10.49,2022-01-10,10.49,5,#0c223c
Kristaps Porzingis,9.46,2022-01-10,9.46,6,#1452b4
Nikola Vucevic,8.93,2022-01-10,8.93,7,#bc062c
Clint Capela,8.27,2022-01-10,8.27,8,#cc062c
Jusuf Nurkic,8.02,2022-01-10,8.12,9,#cc0a2c
OG Anunoby,7.42,2022-01-10,7.42,10,#bc0f33
Nikola Jokic,16.97,2022-01-11,16.89,1,#fcc624
Giannis Antetokounmpo,14.5,2022-01-11,14.5,2,#2c4e3c
Luka Doncic,12.27,2022-01-11,12.27,3,#1452b4
Rudy Gobert,11.89,2022-01-11,11.89,4,#244e34
Jonas Valanciunas,10.4,2022-01-11,10.49,5,#0c223c
Kristaps Porzingis,9.46,2022-01-11,9.46,6,#1452b4
Nikola Vucevic,9.01,2022-01-11,8.93,7,#bc062c
Clint Capela,8.27,2022-01-11,8.27,8,#cc062c
Jusuf Nurkic,8.02,2022-01-11,8.02,9,#cc0a2c
OG Anunoby,7.38,2022-01-11,7.42,10,#bc0f33
Nikola Jokic,16.97,2022-01-12,16.97,1,#fcc624
Giannis Antetokounmpo,14.5,2022-01-12,14.5,2,#2c4e3c
Luka Doncic,12.11,2022-01-12,12.27,3,#1452b4
Rudy Gobert,11.89,2022-01-12,11.89,4,#244e34
Jonas Valanciunas,10.4,2022-01-12,10.4,5,#0c223c
Kristaps Porzingis,9.46,2022-01-12,9.46,6,#1452b4
Nikola Vucevic,8.88,2022-01-12,9.01,7,#bc062c
Clint Capela,8.27,2022-01-12,8.27,8,#cc062c
Jusuf Nurkic,8.02,2022-01-12,8.02,9,#cc0a2c
OG Anunoby,7.38,2022-01-12,7.38,10,#bc0f33
Nikola Jokic,16.84,2022-01-13,16.97,1,#fcc624
Giannis Antetokounmpo,14.59,2022-01-13,14.5,2,#2c4e3c
Luka Doncic,12.11,2022-01-13,12.11,3,#1452b4
Rudy Gobert,11.89,2022-01-13,11.89,4,#244e34
Jonas Valanciunas,10.46,2022-01-13,10.4,5,#0c223c
Kristaps Porzingis,9.46,2022-01-13,9.46,6,#1452b4
Nikola Vucevic,8.88,2022-01-13,8.88,7,#bc062c
Clint Capela,8.27,2022-01-13,8.27,8,#cc062c
Jusuf Nurkic,7.94,2022-01-13,8.02,9,#cc0a2c
OG Anunoby,7.38,2022-01-13,7.38,10,#bc0f33
Nikola Jokic,16.84,2022-01-14,16.84,1,#fcc624
Giannis Antetokounmpo,14.59,2022-01-14,14.59,2,#2c4e3c
Luka Doncic,12.27,2022-01-14,12.11,3,#1452b4
Rudy Gobert,11.89,2022-01-14,11.89,4,#244e34
Jonas Valanciunas,10.46,2022-01-14,10.46,5,#0c223c
Kristaps Porzingis,9.46,2022-01-14,9.46,6,#1452b4
Nikola Vucevic,9.02,2022-01-14,8.88,7,#bc062c
Clint Capela,8.27,2022-01-14,8.27,8,#cc062c
Jusuf Nurkic,7.94,2022-01-14,7.94,9,#cc0a2c
OG Anunoby,7.2,2022-01-14,7.38,10,#bc0f33
Nikola Jokic,16.76,2022-01-15,16.84,1,#fcc624
Giannis Antetokounmpo,14.56,2022-01-15,14.59,2,#2c4e3c
Luka Doncic,12.22,2022-01-15,12.27,3,#1452b4
Rudy Gobert,11.89,2022-01-15,11.89,4,#244e34
Jonas Valanciunas,10.28,2022-01-15,10.46,5,#0c223c
Kristaps Porzingis,9.47,2022-01-15,9.46,6,#1452b4
Nikola Vucevic,9.16,2022-01-15,9.02,7,#bc062c
Clint Capela,8.27,2022-01-15,8.27,8,#cc062c
Jusuf Nurkic,8.03,2022-01-15,7.94,9,#cc0a2c
OG Anunoby,7.24,2022-01-15,7.2,10,#bc0f33
Nikola Jokic,16.76,2022-01-16,16.76,1,#fcc624
Giannis Antetokounmpo,14.56,2022-01-16,14.56,2,#2c4e3c
Luka Doncic,12.22,2022-01-16,12.22,3,#1452b4
Rudy Gobert,11.91,2022-01-16,11.89,4,#244e34
Jonas Valanciunas,10.28,2022-01-16,10.28,5,#0c223c
Kristaps Porzingis,9.47,2022-01-16,9.47,6,#1452b4
Nikola Vucevic,9.16,2022-01-16,9.16,7,#bc062c
Clint Capela,8.27,2022-01-16,8.27,8,#cc062c
Jusuf Nurkic,8.03,2022-01-16,8.03,9,#cc0a2c
OG Anunoby,7.24,2022-01-16,7.24,10,#bc0f33
Nikola Jokic,16.76,2022-01-17,16.76,1,#fcc624
Giannis Antetokounmpo,14.36,2022-01-17,14.56,2,#2c4e3c
Luka Doncic,12.32,2022-01-17,12.22,3,#1452b4
Rudy Gobert,12.07,2022-01-17,11.91,4,#244e34
Jonas Valanciunas,10.35,2022-01-17,10.28,5,#0c223c
Kristaps Porzingis,9.4,2022-01-17,9.47,6,#1452b4
Nikola Vucevic,9.0,2022-01-17,9.16,7,#bc062c
Clint Capela,8.27,2022-01-17,8.27,8,#cc062c
Jusuf Nurkic,8.24,2022-01-17,8.03,9,#cc0a2c
OG Anunoby,6.97,2022-01-17,7.24,10,#bc0f33
Nikola Jokic,16.76,2022-01-18,16.76,1,#fcc624
Giannis Antetokounmpo,14.36,2022-01-18,14.36,2,#2c4e3c
