name,value,year,lastValue,rank,tid
Luka Doncic,12.32,2022-01-18,12.32,3,#1452b4
Rudy Gobert,12.07,2022-01-18,12.07,4,#244e34
Jonas Valanciunas,10.35,2022-01-18,10.35,5,#0c223c
Kristaps Porzingis,9.4,2022-01-18,9.4,6,#1452b4
Nikola Vucevic,9.0,2022-01-18,9.0,7,#bc062c
Clint Capela,8.27,2022-01-18,8.27,8,#cc062c
Jusuf Nurkic,8.24,2022-01-18,8.24,9,#cc0a2c
OG Anunoby,6.97,2022-01-18,6.97,10,#bc0f33
Nikola Jokic,16.87,2022-01-19,16.76,1,#fcc624
Giannis Antetokounmpo,14.36,2022-01-19,14.36,2,#2c4e3c
Luka Doncic,12.81,2022-01-19,12.32,3,#1452b4
Rudy Gobert,12.09,2022-01-19,12.07,4,#244e34
Jonas Valanciunas,10.35,2022-01-19,10.35,5,#0c223c
Kristaps Porzingis,9.44,2022-01-19,9.4,6,#1452b4
Nikola Vucevic,9.04,2022-01-19,9.0,7,#bc062c
Jusuf Nurkic,8.31,2022-01-19,8.24,8,#cc0a2c
Clint Capela,8.27,2022-01-19,8.27,9,#cc062c
OG Anunoby,7.14,2022-01-19,6.97,10,#bc0f33
Nikola Jokic,16.87,2022-01-20,16.87,1,#fcc624
Giannis Antetokounmpo,14.36,2022-01-20,14.36,2,#2c4e3c
Luka Doncic,12.73,2022-01-20,12.81,3,#1452b4
Rudy Gobert,12.09,2022-01-20,12.09,4,#244e34
Jonas Valanciunas,10.4,2022-01-20,10.35,5,#0c223c
Kristaps Porzingis,9.42,2022-01-20,9.44,6,#1452b4
Nikola Vucevic,9.04,2022-01-20,9.04,7,#bc062c
Jusuf Nurkic,8.31,2022-01-20,8.31,8,#cc0a2c
Clint Capela,8.27,2022-01-20,8.27,9,#cc062c
OG Anunoby,7.14,2022-01-20,7.14,10,#bc0f33
Nikola Jokic,16.94,2022-01-21,16.87,1,#fcc624
Giannis Antetokounmpo,14.39,2022-01-21,14.36,2,#2c4e3c
Luka Doncic,12.73,2022-01-21,12.73,3,#1452b4
Rudy Gobert,12.16,2022-01-21,12.09,4,#244e34
Jonas Valanciunas,10.4,2022-01-21,10.4,5,#0c223c
Kristaps Porzingis,9.42,2022-01-21,9.42,6,#1452b4
Nikola Vucevic,9.11,2022-01-21,9.04,7,#bc062c
Jusuf Nurkic,8.51,2022-01-21,8.31,8,#cc0a2c
Clint Capela,8.23,2022-01-21,8.27,9,#cc062c
OG Anunoby,7.09,2022-01-21,7.14,10,#bc0f33
Nikola Jokic,16.94,2022-01-22,16.94,1,#fcc624
Giannis Antetokounmpo,14.39,2022-01-22,14.39,2,#2c4e3c
Luka Doncic,12.73,2022-01-22,12.73,3,#1452b4
Rudy Gobert,12.16,2022-01-22,12.16,4,#244e34
Jonas Valanciunas,10.4,2022-01-22,10.4,5,#0c223c
Kristaps Porzingis,9.42,2022-01-22,9.42,6,#1452b4
Nikola Vucevic,9.11,2022-01-22,9.11,7,#bc062c
Jusuf Nurkic,8.51,2022-01-22,8.51,8,#cc0a2c
Clint Capela,8.23,2022-01-22,8.23,9,#cc062c
OG Anunoby,7.09,2022-01-22,7.09,10,#bc0f33
Nikola Jokic,17.03,2022-01-23,16.94,1,#fcc624
Giannis Antetokounmpo,14.39,2022-01-23,14.39,2,#2c4e3c
Luka Doncic,13.11,2022-01-23,12.73,3,#1452b4
Rudy Gobert,12.22,2022-01-23,12.16,4,#244e34
Jonas Valanciunas,10.4,2022-01-23,10.4,5,#0c223c
Kristaps Porzingis,9.43,2022-01-23,9.42,6,#1452b4
Nikola Vucevic,8.87,2022-01-23,9.11,7,#bc062c
Jusuf Nurkic,8.41,2022-01-23,8.51,8,#cc0a2c
Clint Capela,8.14,2022-01-23,8.23,9,#cc062c
OG Anunoby,6.97,2022-01-23,7.09,10,#bc0f33
Nikola Jokic,17.03,2022-01-24,17.03,1,#fcc624
Giannis Antetokounmpo,14.39,2022-01-24,14.39,2,#2c4e3c
Luka Doncic,13.11,2022-01-24,13.11,3,#1452b4
Rudy Gobert,12.22,2022-01-24,12.22,4,#244e34
Jonas Valanciunas,10.39,2022-01-24,10.4,5,#0c223c
Kristaps Porzingis,9.43,2022-01-24,9.43,6,#1452b4
Nikola Vucevic,9.03,2022-01-24,8.87,7,#bc062c
Jusuf Nurkic,8.41,2022-01-24,8.41,8,#cc0a2c
Clint Capela,8.14,2022-01-24,8.14,9,#cc062c
OG Anunoby,6.97,2022-01-24,6.97,10,#bc0f33
Nikola Jokic,17.18,2022-01-25,17.03,1,#fcc624
Giannis Antetokounmpo,14.39,2022-01-25,14.39,2,#2c4e3c
Luka Doncic,13.01,2022-01-25,13.11,3,#1452b4
Rudy Gobert,12.22,2022-01-25,12.22,4,#244e34
Jonas Valanciunas,10.39,2022-01-25,10.39,5,#0c223c
Kristaps Porzingis,9.17,2022-01-25,9.43,6,#1452b4
Nikola Vucevic,9.03,2022-01-25,9.03,7,#bc062c
Jusuf Nurkic,8.43,2022-01-25,8.41,8,#cc0a2c
Clint Capela,8.14,2022-01-25,8.14,9,#cc062c
OG Anunoby,7.11,2022-01-25,6.97,10,#bc0f33
Nikola Jokic,17.12,2022-01-26,17.18,1,#fcc624
Giannis Antetokounmpo,14.31,2022-01-26,14.39,2,#2c4e3c
Luka Doncic,12.95,2022-01-26,13.01,3,#1452b4
Rudy Gobert,12.22,2022-01-26,12.22,4,#244e34
Jonas Valanciunas,10.39,2022-01-26,10.39,5,#0c223c
Nikola Vucevic,9.15,2022-01-26,9.03,6,#bc062c
Kristaps Porzingis,9.02,2022-01-26,9.17,7,#1452b4
Jusuf Nurkic,8.41,2022-01-26,8.43,8,#cc0a2c
Clint Capela,8.12,2022-01-26,8.14,9,#cc062c
OG Anunoby,7.27,2022-01-26,7.11,10,#bc0f33
Nikola Jokic,17.12,2022-01-27,17.12,1,#fcc624
Giannis Antetokounmpo,14.31,2022-01-27,14.31,2,#2c4e3c
Luka Doncic,12.95,2022-01-27,12.95,3,#1452b4
Rudy Gobert,12.22,2022-01-27,12.22,4,#244e34
Jonas Valanciunas,10.39,2022-01-27,10.39,5,#0c223c
Nikola Vucevic,9.15,2022-01-27,9.15,6,#bc062c
Kristaps Porzingis,9.02,2022-01-27,9.02,7,#1452b4
Jusuf Nurkic,8.41,2022-01-27,8.41,8,#cc0a2c
Clint Capela,8.12,2022-01-27,8.12,9,#cc062c
OG Anunoby,7.27,2022-01-27,7.27,10,#bc0f33
Nikola Jokic,17.11,2022-01-28,17.12,1,#fcc624
Giannis Antetokounmpo,14.4,2022-01-28,14.31,2,#2c4e3c
Luka Doncic,12.95,2022-01-28,12.95,3,#1452b4
Rudy Gobert,12.22,2022-01-28,12.22,4,#244e34
Jonas Valanciunas,10.39,2022-01-28,10.39,5,#0c223c
Nikola Vucevic,9.1,2022-01-28,9.15,6,#bc062c
Kristaps Porzingis,9.02,2022-01-28,9.02,7,#1452b4
Jusuf Nurkic,8.49,2022-01-28,8.41,8,#cc0a2c
Clint Capela,8.01,2022-01-28,8.12,9,#cc062c
OG Anunoby,7.27,2022-01-28,7.27,10,#bc0f33
Nikola Jokic,17.11,2022-01-29,17.11,1,#fcc624
Giannis Antetokounmpo,14.4,2022-01-29,14.4,2,#2c4e3c
Luka Doncic,13.02,2022-01-29,12.95,3,#1452b4
Rudy Gobert,12.22,2022-01-29,12.22,4,#244e34
Jonas Valanciunas,10.39,2022-01-29,10.39,5,#0c223c
Nikola Vucevic,9.1,2022-01-29,9.1,6,#bc062c
Kristaps Porzingis,8.75,2022-01-29,9.02,7,#1452b4
Jusuf Nurkic,8.49,2022-01-29,8.49,8,#cc0a2c
Clint Capela,8.01,2022-01-29,8.01,9,#cc062c
OG Anunoby,7.39,2022-01-29,7.27,10,#bc0f33
Nikola Jokic,17.08,2022-01-30,17.11,1,#fcc624
Giannis Antetokounmpo,14.28,2022-01-30,14.4,2,#2c4e3c
Luka Doncic,13.19,2022-01-30,13.02,3,#1452b4
Rudy Gobert,12.22,2022-01-30,12.22,4,#244e34
Jonas Valanciunas,10.39,2022-01-30,10.39,5,#0c223c
Nikola Vucevic,9.2,2022-01-30,9.1,6,#bc062c
Kristaps Porzingis,8.75,2022-01-30,8.75,7,#1452b4
Jusuf Nurkic,8.36,2022-01-30,8.49,8,#cc0a2c
Clint Capela,8.0,2022-01-30,8.01,9,#cc062c
OG Anunoby,7.39,2022-01-30,7.39,10,#bc0f33
Nikola Jokic,17.08,2022-01-31,17.08,1,#fcc624
Giannis Antetokounmpo,14.28,2022-01-31,14.28,2,#2c4e3c
Luka Doncic,13.19,2022-01-31,13.19,3,#1452b4
Rudy Gobert,12.22,2022-01-31,12.22,4,#244e34
Jonas Valanciunas,10.35,2022-01-31,10.39,5,#0c223c
Nikola Vucevic,9.2,2022-01-31,9.2,6,#bc062c
Kristaps Porzingis,8.75,2022-01-31,8.75,7,#1452b4
Jusuf Nurkic,8.36,2022-01-31,8.36,8,#cc0a2c
Clint Capela,7.94,2022-01-31,8.0,9,#cc062c
OG Anunoby,7.38,2022-01-31,7.39,10,#bc0f33
Nikola Jokic,16.97,2022-02-01,17.08,1,#fcc624
Giannis Antetokounmpo,14.51,2022-02-01,14.28,2,#2c4e3c
Luka Doncic,13.19,2022-02-01,13.19,3,#1452b4
Rudy Gobert,12.22,2022-02-01,12.22,4,#244e34
Jonas Valanciunas,10.32,2022-02-01,10.35,5,#0c223c
Nikola Vucevic,9.19,2022-02-01,9.2,6,#bc062c
Kristaps Porzingis,8.75,2022-02-01,8.75,7,#1452b4
Jusuf Nurkic,8.36,2022-02-01,8.36,8,#cc0a2c
Clint Capela,7.94,2022-02-01,7.94,9,#cc062c
OG Anunoby,7.31,2022-02-01,7.38,10,#bc0f33
Nikola Jokic,16.97,2022-02-02,16.97,1,#fcc624
Giannis Antetokounmpo,14.51,2022-02-02,14.51,2,#2c4e3c
Luka Doncic,13.26,2022-02-02,13.19,3,#1452b4
Rudy Gobert,12.22,2022-02-02,12.22,4,#244e34
Jonas Valanciunas,10.32,2022-02-02,10.32,5,#0c223c
Nikola Vucevic,9.19,2022-02-02,9.19,6,#bc062c
Kristaps Porzingis,8.75,2022-02-02,8.75,7,#1452b4
Jusuf Nurkic,8.37,2022-02-02,8.36,8,#cc0a2c
Clint Capela,7.94,2022-02-02,7.94,9,#cc062c
OG Anunoby,7.31,2022-02-02,7.31,10,#bc0f33
Nikola Jokic,16.97,2022-02-03,16.97,1,#fcc624
Giannis Antetokounmpo,14.51,2022-02-03,14.51,2,#2c4e3c
Luka Doncic,13.26,2022-02-03,13.26,3,#1452b4
Rudy Gobert,12.22,2022-02-03,12.22,4,#244e34
Jonas Valanciunas,10.32,2022-02-03,10.32,5,#0c223c
Nikola Vucevic,9.33,2022-02-03,9.19,6,#bc062c
Kristaps Porzingis,8.75,2022-02-03,8.75,7,#1452b4
Jusuf Nurkic,8.37,2022-02-03,8.37,8,#cc0a2c
Clint Capela,7.96,2022-02-03,7.94,9,#cc062c
OG Anunoby,7.31,2022-02-03,7.31,10,#bc0f33
Nikola Jokic,16.98,2022-02-04,16.97,1,#fcc624
Giannis Antetokounmpo,14.51,2022-02-04,14.51,2,#2c4e3c
Luka Doncic,13.49,2022-02-04,13.26,3,#1452b4
Rudy Gobert,12.22,2022-02-04,12.22,4,#244e34
Jonas Valanciunas,10.26,2022-02-04,10.32,5,#0c223c
Nikola Vucevic,9.57,2022-02-04,9.33,6,#bc062c
Kristaps Porzingis,8.75,2022-02-04,8.75,7,#1452b4
Jusuf Nurkic,8.32,2022-02-04,8.37,8,#cc0a2c
Clint Capela,7.87,2022-02-04,7.96,9,#cc062c
OG Anunoby,7.25,2022-02-04,7.31,10,#bc0f33
Nikola Jokic,16.98,2022-02-05,16.98,1,#fcc624
Giannis Antetokounmpo,14.5,2022-02-05,14.51,2,#2c4e3c
Luka Doncic,13.49,2022-02-05,13.49,3,#1452b4
Rudy Gobert,12.22,2022-02-05,12.22,4,#244e34
Jonas Valanciunas,10.26,2022-02-05,10.26,5,#0c223c
Nikola Vucevic,9.57,2022-02-05,9.57,6,#bc062c
Kristaps Porzingis,8.75,2022-02-05,8.75,7,#1452b4
Jusuf Nurkic,8.29,2022-02-05,8.32,8,#cc0a2c
Clint Capela,7.87,2022-02-05,7.87,9,#cc062c
OG Anunoby,7.25,2022-02-05,7.25,10,#bc0f33
Nikola Jokic,17.03,2022-02-06,16.98,1,#fcc624
Giannis Antetokounmpo,14.45,2022-02-06,14.5,2,#2c4e3c
Luka Doncic,13.46,2022-02-06,13.49,3,#1452b4
Rudy Gobert,12.22,2022-02-06,12.22,4,#244e34
Jonas Valanciunas,10.16,2022-02-06,10.26,5,#0c223c
Nikola Vucevic,9.51,2022-02-06,9.57,6,#bc062c
Kristaps Porzingis,8.75,2022-02-06,8.75,7,#1452b4
Jusuf Nurkic,8.29,2022-02-06,8.29,8,#cc0a2c
Clint Capela,7.8,2022-02-06,7.87,9,#cc062c
OG Anunoby,7.25,2022-02-06,7.25,10,#bc0f33
Nikola Jokic,17.03,2022-02-07,17.03,1,#fcc624
Giannis Antetokounmpo,14.45,2022-02-07,14.45,2,#2c4e3c
Luka Doncic,13.46,2022-02-07,13.46,3,#1452b4
Rudy Gobert,12.22,2022-02-07,12.22,4,#244e34
Jonas Valanciunas,10.16,2022-02-07,10.16,5,#0c223c
Nikola Vucevic,9.42,2022-02-07,9.51,6,#bc062c
Kristaps Porzingis,8.75,2022-02-07,8.75,7,#1452b4
Jusuf Nurkic,8.29,2022-02-07,8.29,8,#cc0a2c
Clint Capela,7.8,2022-02-07,7.8,9,#cc062c
OG Anunoby,7.26,2022-02-07,7.25,10,#bc0f33
Nikola Jokic,16.87,2022-02-08,17.03,1,#fcc624
Giannis Antetokounmpo,14.66,2022-02-08,14.45,2,#2c4e3c
Luka Doncic,13.59,2022-02-08,13.46,3,#1452b4
Rudy Gobert,12.22,2022-02-08,12.22,4,#244e34
Jonas Valanciunas,10.1,2022-02-08,10.16,5,#0c223c
Nikola Vucevic,9.42,2022-02-08,9.42,6,#bc062c
Kristaps Porzingis,8.75,2022-02-08,8.75,7,#1452b4
Jusuf Nurkic,8.23,2022-02-08,8.29,8,#cc0a2c
Clint Capela,7.8,2022-02-08,7.8,9,#cc062c
OG Anunoby,7.26,2022-02-08,7.26,10,#bc0f33
Nikola Jokic,16.87,2022-02-09,16.87,1,#fcc624
Giannis Antetokounmpo,14.66,2022-02-09,14.66,2,#2c4e3c
Luka Doncic,13.59,2022-02-09,13.59,3,#1452b4
Rudy Gobert,12.22,2022-02-09,12.22,4,#244e34
Jonas Valanciunas,10.1,2022-02-09,10.1,5,#0c223c
Nikola Vucevic,9.53,2022-02-09,9.42,6,#bc062c
Kristaps Porzingis,8.75,2022-02-09,8.75,7,#1452b4
Jusuf Nurkic,8.27,2022-02-09,8.23,8,#cc0a2c
Clint Capela,7.8,2022-02-09,7.8,9,#cc062c
OG Anunoby,7.25,2022-02-09,7.26,10,#bc0f33
Nikola Jokic,16.87,2022-02-10,16.87,1,#fcc624
Giannis Antetokounmpo,14.49,2022-02-10,14.66,2,#2c4e3c
Luka Doncic,13.85,2022-02-10,13.59,3,#1452b4
Rudy Gobert,12.22,2022-02-10,12.22,4,#244e34
Jonas Valanciunas,10.11,2022-02-10,10.1,5,#0c223c
Nikola Vucevic,9.53,2022-02-10,9.53,6,#bc062c
Kristaps Porzingis,8.75,2022-02-10,8.75,7,#1452b4
Jusuf Nurkic,8.27,2022-02-10,8.27,8,#cc0a2c
Clint Capela,7.8,2022-02-10,7.8,9,#cc062c
Jakob Poeltl,7.21,2022-02-10,7.86,10,#161616
Nikola Jokic,16.81,2022-02-11,16.87,1,#fcc624
Giannis Antetokounmpo,14.49,2022-02-11,14.49,2,#2c4e3c
Luka Doncic,13.85,2022-02-11,13.85,3,#1452b4
Rudy Gobert,12.22,2022-02-11,12.22,4,#244e34
Jonas Valanciunas,10.11,2022-02-11,10.11,5,#0c223c
Nikola Vucevic,9.58,2022-02-11,9.53,6,#bc062c
Kristaps Porzingis,8.75,2022-02-11,8.75,7,#1452b4
Jusuf Nurkic,8.27,2022-02-11,8.27,8,#cc0a2c
Clint Capela,7.78,2022-02-11,7.8,9,#cc062c
Jakob Poeltl,7.17,2022-02-11,7.21,10,#161616
Nikola Jokic,16.81,2022-02-12,16.81,1,#fcc624
Giannis Antetokounmpo,14.49,2022-02-12,14.49,2,#2c4e3c
Luka Doncic,14.08,2022-02-12,13.85,3,#1452b4
Rudy Gobert,12.22,2022-02-12,12.22,4,#244e34
Jonas Valanciunas,10.12,2022-02-12,10.11,5,#0c223c
Nikola Vucevic,9.67,2022-02-12,9.58,6,#bc062c
Kristaps Porzingis,8.75,2022-02-12,8.75,7,#1452b4
Jusuf Nurkic,8.34,2022-02-12,8.27,8,#cc0a2c
Clint Capela,7.78,2022-02-12,7.78,9,#cc062c
Jakob Poeltl,7.13,2022-02-12,7.17,10,#161616
Nikola Jokic,16.81,2022-02-13,16.81,1,#fcc624
Giannis Antetokounmpo,14.49,2022-02-13,14.49,2,#2c4e3c
Luka Doncic,14.08,2022-02-13,14.08,3,#1452b4
Rudy Gobert,12.22,2022-02-13,12.22,4,#244e34
Jonas Valanciunas,10.12,2022-02-13,10.12,5,#0c223c
Nikola Vucevic,9.67,2022-02-13,9.67,6,#bc062c
Kristaps Porzingis,8.75,2022-02-13,8.75,7,#1452b4
Jusuf Nurkic,8.34,2022-02-13,8.34,8,#cc0a2c
Clint Capela,7.87,2022-02-13,7.78,9,#cc062c
Jakob Poeltl,7.13,2022-02-13,7.13,10,#161616
Nikola Jokic,16.7,2022-02-14,16.81,1,#fcc624
Giannis Antetokounmpo,14.49,2022-02-14,14.49,2,#2c4e3c
Luka Doncic,14.08,2022-02-14,14.08,3,#1452b4
Rudy Gobert,12.15,2022-02-14,12.22,4,#244e34
Jonas Valanciunas,10.16,2022-02-14,10.12,5,#0c223c
Nikola Vucevic,9.73,2022-02-14,9.67,6,#bc062c
Kristaps Porzingis,8.75,2022-02-14,8.75,7,#1452b4
Jusuf Nurkic,8.42,2022-02-14,8.34,8,#cc0a2c
Clint Capela,7.87,2022-02-14,7.87,9,#cc062c
Jakob Poeltl,7.14,2022-02-14,7.13,10,#161616
Nikola Jokic,16.7,2022-02-15,16.7,1,#fcc624
Giannis Antetokounmpo,14.65,2022-02-15,14.49,2,#2c4e3c
Luka Doncic,13.96,2022-02-15,14.08,3,#1452b4
Rudy Gobert,12.15,2022-02-15,12.15,4,#244e34
Jonas Valanciunas,10.09,2022-02-15,10.16,5,#0c223c
Nikola Vucevic,9.73,2022-02-15,9.73,6,#bc062c
Kristaps Porzingis,8.75,2022-02-15,8.75,7,#1452b4
Jusuf Nurkic,8.42,2022-02-15,8.42,8,#cc0a2c
Clint Capela,7.78,2022-02-15,7.87,9,#cc062c
Jakob Poeltl,7.14,2022-02-15,7.14,10,#161616
Nikola Jokic,16.71,2022-02-16,16.7,1,#fcc624
Giannis Antetokounmpo,14.65,2022-02-16,14.65,2,#2c4e3c
Luka Doncic,13.96,2022-02-16,13.96,3,#1452b4
Rudy Gobert,11.99,2022-02-16,12.15,4,#244e34
Jonas Valanciunas,10.09,2022-02-16,10.09,5,#0c223c
Nikola Vucevic,9.71,2022-02-16,9.73,6,#bc062c
Kristaps Porzingis,8.75,2022-02-16,8.75,7,#1452b4
Jusuf Nurkic,8.53,2022-02-16,8.42,8,#cc0a2c
Clint Capela,7.73,2022-02-16,7.78,9,#cc062c
Jakob Poeltl,7.28,2022-02-16,7.14,10,#161616
Nikola Jokic,16.71,2022-02-17,16.71,1,#fcc624
Giannis Antetokounmpo,14.71,2022-02-17,14.65,2,#2c4e3c
Luka Doncic,14.09,2022-02-17,13.96,3,#1452b4
Rudy Gobert,11.99,2022-02-17,11.99,4,#244e34
Jonas Valanciunas,10.15,2022-02-17,10.09,5,#0c223c
Nikola Vucevic,9.71,2022-02-17,9.71,6,#bc062c
Kristaps Porzingis,8.75,2022-02-17,8.75,7,#1452b4
Jusuf Nurkic,8.53,2022-02-17,8.53,8,#cc0a2c
Clint Capela,7.73,2022-02-17,7.73,9,#cc062c
Jakob Poeltl,7.28,2022-02-17,7.28,10,#161616
Nikola Jokic,16.71,2022-02-18,16.71,1,#fcc624
Giannis Antetokounmpo,14.71,2022-02-18,14.71,2,#2c4e3c
Luka Doncic,14.09,2022-02-18,14.09,3,#1452b4
Rudy Gobert,11.99,2022-02-18,11.99,4,#244e34
Jonas Valanciunas,10.15,2022-02-18,10.15,5,#0c223c
Nikola Vucevic,9.71,2022-02-18,9.71,6,#bc062c
Kristaps Porzingis,8.75,2022-02-18,8.75,7,#1452b4
Jusuf Nurkic,8.53,2022-02-18,8.53,8,#cc0a2c
Clint Capela,7.73,2022-02-18,7.73,9,#cc062c
Jakob Poeltl,7.28,2022-02-18,7.28,10,#161616
Nikola Jokic,16.71,2022-02-19,16.71,1,#fcc624
Giannis Antetokounmpo,14.71,2022-02-19,14.71,2,#2c4e3c
Luka Doncic,14.09,2022-02-19,14.09,3,#1452b4
Rudy Gobert,11.99,2022-02-19,11.99,4,#244e34
Jonas Valanciunas,10.15,2022-02-19,10.15,5,#0c223c
Nikola Vucevic,9.71,2022-02-19,9.71,6,#bc062c
Kristaps Porzingis,8.75,2022-02-19,8.75,7,#1452b4
Jusuf Nurkic,8.53,2022-02-19,8.53,8,#cc0a2c
Clint Capela,7.73,2022-02-19,7.73,9,#cc062c
Jakob Poeltl,7.28,2022-02-19,7.28,10,#161616
Nikola Jokic,16.71,2022-02-20,16.71,1,#fcc624
Giannis Antetokounmpo,14.71,2022-02-20,14.71,2,#2c4e3c
Luka Doncic,14.09,2022-02-20,14.09,3,#1452b4
Rudy Gobert,11.99,2022-02-20,11.99,4,#244e34
Jonas Valanciunas,10.15,2022-02-20,10.15,5,#0c223c
Nikola Vucevic,9.71,2022-02-20,9.71,6,#bc062c
Kristaps Porzingis,8.75,2022-02-20,8.75,7,#1452b4
Jusuf Nurkic,8.53,2022-02-20,8.53,8,#cc0a2c
Clint Capela,7.73,2022-02-20,7.73,9,#cc062c
Jakob Poeltl,7.28,2022-02-20,7.28,10,#161616
Nikola Jokic,16.71,2022-02-21,16.71,1,#fcc624
Giannis Antetokounmpo,14.71,2022-02-21,14.71,2,#2c4e3c
Luka Doncic,14.09,2022-02-21,14.09,3,#1452b4
Rudy Gobert,11.99,2022-02-21,11.99,4,#244e34
Jonas Valanciunas,10.15,2022-02-21,10.15,5,#0c223c
Nikola Vucevic,9.71,2022-02-21,9.71,6,#bc062c
Kristaps Porzingis,8.75,2022-02-21,8.75,7,#1452b4
Jusuf Nurkic,8.53,2022-02-21,8.53,8,#cc0a2c
Clint Capela,7.73,2022-02-21,7.73,9,#cc062c
Jakob Poeltl,7.28,2022-02-21,7.28,10,#161616
Nikola Jokic,16.71,2022-02-22,16.71,1,#fcc624
Giannis Antetokounmpo,14.71,2022-02-22,14.71,2,#2c4e3c
Luka Doncic,14.09,2022-02-22,14.09,3,#1452b4
Rudy Gobert,11.99,2022-02-22,11.99,4,#244e34
Jonas Valanciunas,10.15,2022-02-22,10.15,5,#0c223c
Nikola Vucevic,9.71,2022-02-22,9.71,6,#bc062c
Kristaps Porzingis,8.75,2022-02-22,8.75,7,#1452b4
Jusuf Nurkic,8.53,2022-02-22,8.53,8,#cc0a2c
Clint Capela,7.73,2022-02-22,7.73,9,#cc062c
Jakob Poeltl,7.28,2022-02-22,7.28,10,#161616
Nikola Jokic,16.71,2022-02-23,16.71,1,#fcc624
Giannis Antetokounmpo,14.71,2022-02-23,14.71,2,#2c4e3c
Luka Doncic,14.09,2022-02-23,14.09,3,#1452b4
Rudy Gobert,11.99,2022-02-23,11.99,4,#244e34
Jonas Valanciunas,10.15,2022-02-23,10.15,5,#0c223c
Nikola Vucevic,9.71,2022-02-23,9.71,6,#bc062c
Kristaps Porzingis,8.75,2022-02-23,8.75,7,#1452b4
Jusuf Nurkic,8.53,2022-02-23,8.53,8,#cc0a2c
Clint Capela,7.73,2022-02-23,7.73,9,#cc062c
Jakob Poeltl,7.28,2022-02-23,7.28,10,#161616
Nikola Jokic,16.7,2022-02-24,16.71,1,#fcc624
Giannis Antetokounmpo,14.71,2022-02-24,14.71,2,#2c4e3c
Luka Doncic,14.09,2022-02-24,14.09,3,#1452b4
Rudy Gobert,11.99,2022-02-24,11.99,4,#244e34
Jonas Valanciunas,10.15,2022-02-24,10.15,5,#0c223c
Nikola Vucevic,9.67,2022-02-24,9.71,6,#bc062c
Kristaps Porzingis,8.75,2022-02-24,8.75,7,#1452b4
Jusuf Nurkic,8.53,2022-02-24,8.53,8,#cc0a2c
Clint Capela,7.84,2022-02-24,7.73,9,#cc062c
Jakob Poeltl,7.28,2022-02-24,7.28,10,#161616
Nikola Jokic,16.7,2022-02-25,16.7,1,#fcc624
Giannis Antetokounmpo,14.71,2022-02-25,14.71,2,#2c4e3c
Luka Doncic,13.95,2022-02-25,14.09,3,#1452b4
Rudy Gobert,12.0,2022-02-25,11.99,4,#244e34
Jonas Valanciunas,10.16,2022-02-25,10.15,5,#0c223c
Nikola Vucevic,9.67,2022-02-25,9.67,6,#bc062c
Kristaps Porzingis,8.75,2022-02-25,8.75,7,#1452b4
Jusuf Nurkic,8.53,2022-02-25,8.53,8,#cc0a2c
Clint Capela,7.84,2022-02-25,7.84,9,#cc062c
Jakob Poeltl,7.37,2022-02-25,7.28,10,#161616
Nikola Jokic,16.58,2022-02-26,16.7,1,#fcc624
Giannis Antetokounmpo,14.69,2022-02-26,14.71,2,#2c4e3c
Luka Doncic,13.95,2022-02-26,13.95,3,#1452b4
Rudy Gobert,12.0,2022-02-26,12.0,4,#244e34
Jonas Valanciunas,10.16,2022-02-26,10.16,5,#0c223c
Nikola Vucevic,9.55,2022-02-26,9.67,6,#bc062c
Kristaps Porzingis,8.75,2022-02-26,8.75,7,#1452b4
Jusuf Nurkic,8.53,2022-02-26,8.53,8,#cc0a2c
Clint Capela,7.82,2022-02-26,7.84,9,#cc062c
Jakob Poeltl,7.37,2022-02-26,7.37,10,#161616
Nikola Jokic,16.58,2022-02-27,16.58,1,#fcc624
Giannis Antetokounmpo,14.69,2022-02-27,14.69,2,#2c4e3c
Luka Doncic,13.96,2022-02-27,13.95,3,#1452b4
Rudy Gobert,11.93,2022-02-27,12.0,4,#244e34
Jonas Valanciunas,10.17,2022-02-27,10.16,5,#0c223c
Nikola Vucevic,9.55,2022-02-27,9.55,6,#bc062c
Kristaps Porzingis,8.75,2022-02-27,8.75,7,#1452b4
Jusuf Nurkic,8.53,2022-02-27,8.53,8,#cc0a2c
Clint Capela,7.82,2022-02-27,7.82,9,#cc062c
Jakob Poeltl,7.37,2022-02-27,7.37,10,#161616
Nikola Jokic,16.58,2022-02-28,16.58,1,#fcc624
Giannis Antetokounmpo,14.83,2022-02-28,14.69,2,#2c4e3c
Luka Doncic,13.96,2022-02-28,13.96,3,#1452b4
Rudy Gobert,11.93,2022-02-28,11.93,4,#244e34
Jonas Valanciunas,10.17,2022-02-28,10.17,5,#0c223c
Nikola Vucevic,9.5,2022-02-28,9.55,6,#bc062c
Kristaps Porzingis,8.75,2022-02-28,8.75,7,#1452b4
Jusuf Nurkic,8.53,2022-02-28,8.53,8,#cc0a2c
Clint Capela,7.82,2022-02-28,7.82,9,#cc062c
Jakob Poeltl,7.41,2022-02-28,7.37,10,#161616
Nikola Jokic,16.58,2022-03-01,16.58,1,#fcc624
Giannis Antetokounmpo,14.83,2022-03-01,14.83,2,#2c4e3c
Luka Doncic,13.84,2022-03-01,13.96,3,#1452b4
Rudy Gobert,11.93,2022-03-01,11.93,4,#244e34
Jonas Valanciunas,10.17,2022-03-01,10.17,5,#0c223c
