name,value,year,lastValue,rank,tid
Evan Fournier,4.25,2021-12-18,3.97,3,#f46e24
Timothe Luwawu-Cabarrot,1.03,2021-12-18,1.03,4,#cc062c
Killian Tillie,1.01,2021-12-18,1.01,5,#7c9abc
Théo Maledon,0.53,2021-12-18,0.53,6,#0472cc
Joel Ayayi,0.53,2021-12-18,0.53,7,#041e44
Petr Cornelie,0.21,2021-12-18,0.21,8,#fcc624
Rudy Gobert,11.92,2021-12-19,11.92,1,#244e34
Nicolas Batum,6.45,2021-12-19,6.45,2,#0446ac
Evan Fournier,4.25,2021-12-19,4.25,3,#f46e24
Timothe Luwawu-Cabarrot,1.03,2021-12-19,1.03,4,#cc062c
Killian Tillie,0.88,2021-12-19,1.01,5,#7c9abc
Théo Maledon,0.53,2021-12-19,0.53,6,#0472cc
Joel Ayayi,0.53,2021-12-19,0.53,7,#041e44
Petr Cornelie,0.21,2021-12-19,0.21,8,#fcc624
Rudy Gobert,12.1,2021-12-20,11.92,1,#244e34
Nicolas Batum,6.01,2021-12-20,6.45,2,#0446ac
Evan Fournier,4.25,2021-12-20,4.25,3,#f46e24
Timothe Luwawu-Cabarrot,1.03,2021-12-20,1.03,4,#cc062c
Killian Tillie,0.77,2021-12-20,0.88,5,#7c9abc
Théo Maledon,0.53,2021-12-20,0.53,6,#0472cc
Joel Ayayi,0.53,2021-12-20,0.53,7,#041e44
Petr Cornelie,0.21,2021-12-20,0.21,8,#fcc624
Rudy Gobert,12.1,2021-12-21,12.1,1,#244e34
Nicolas Batum,6.01,2021-12-21,6.01,2,#0446ac
Evan Fournier,4.32,2021-12-21,4.25,3,#f46e24
Timothe Luwawu-Cabarrot,1.03,2021-12-21,1.03,4,#cc062c
Killian Tillie,0.77,2021-12-21,0.77,5,#7c9abc
Théo Maledon,0.53,2021-12-21,0.53,6,#0472cc
Joel Ayayi,0.53,2021-12-21,0.53,7,#041e44
Petr Cornelie,0.21,2021-12-21,0.21,8,#fcc624
Rudy Gobert,12.1,2021-12-22,12.1,1,#244e34
Nicolas Batum,5.79,2021-12-22,6.01,2,#0446ac
Evan Fournier,4.32,2021-12-22,4.32,3,#f46e24
Timothe Luwawu-Cabarrot,1.03,2021-12-22,1.03,4,#cc062c
Killian Tillie,0.77,2021-12-22,0.77,5,#7c9abc
Théo Maledon,0.53,2021-12-22,0.53,6,#0472cc
Joel Ayayi,0.53,2021-12-22,0.53,7,#041e44
Petr Cornelie,0.19,2021-12-22,0.21,8,#fcc624
Rudy Gobert,12.01,2021-12-23,12.1,1,#244e34
Nicolas Batum,5.79,2021-12-23,5.79,2,#0446ac
Evan Fournier,4.17,2021-12-23,4.32,3,#f46e24
Timothe Luwawu-Cabarrot,1.03,2021-12-23,1.03,4,#cc062c
Killian Tillie,0.77,2021-12-23,0.77,5,#7c9abc
Théo Maledon,0.53,2021-12-23,0.53,6,#0472cc
Joel Ayayi,0.53,2021-12-23,0.53,7,#041e44
Petr Cornelie,0.19,2021-12-23,0.19,8,#fcc624
Rudy Gobert,12.01,2021-12-24,12.01,1,#244e34
Nicolas Batum,5.79,2021-12-24,5.79,2,#0446ac
Evan Fournier,4.17,2021-12-24,4.17,3,#f46e24
Timothe Luwawu-Cabarrot,1.03,2021-12-24,1.03,4,#cc062c
Killian Tillie,0.77,2021-12-24,0.77,5,#7c9abc
Théo Maledon,0.53,2021-12-24,0.53,6,#0472cc
Joel Ayayi,0.53,2021-12-24,0.53,7,#041e44
Petr Cornelie,0.19,2021-12-24,0.19,8,#fcc624
Rudy Gobert,11.88,2021-12-25,12.01,1,#244e34
Nicolas Batum,5.79,2021-12-25,5.79,2,#0446ac
Evan Fournier,4.31,2021-12-25,4.17,3,#f46e24
Timothe Luwawu-Cabarrot,1.03,2021-12-25,1.03,4,#cc062c
Killian Tillie,0.77,2021-12-25,0.77,5,#7c9abc
Théo Maledon,0.53,2021-12-25,0.53,6,#0472cc
Joel Ayayi,0.53,2021-12-25,0.53,7,#041e44
Petr Cornelie,0.19,2021-12-25,0.19,8,#fcc624
Rudy Gobert,11.88,2021-12-26,11.88,1,#244e34
Nicolas Batum,5.6,2021-12-26,5.79,2,#0446ac
Evan Fournier,4.31,2021-12-26,4.31,3,#f46e24
Timothe Luwawu-Cabarrot,1.03,2021-12-26,1.03,4,#cc062c
Théo Maledon,0.87,2021-12-26,0.53,5,#0472cc
Killian Tillie,0.64,2021-12-26,0.77,6,#7c9abc
Joel Ayayi,0.39,2021-12-26,0.53,7,#041e44
Petr Cornelie,0.19,2021-12-26,0.19,8,#fcc624
Rudy Gobert,11.95,2021-12-27,11.88,1,#244e34
Nicolas Batum,5.6,2021-12-27,5.6,2,#0446ac
Evan Fournier,4.31,2021-12-27,4.31,3,#f46e24
Timothe Luwawu-Cabarrot,1.03,2021-12-27,1.03,4,#cc062c
Théo Maledon,0.87,2021-12-27,0.87,5,#0472cc
Killian Tillie,0.8,2021-12-27,0.64,6,#7c9abc
Joel Ayayi,0.39,2021-12-27,0.39,7,#041e44
Petr Cornelie,0.19,2021-12-27,0.19,8,#fcc624
Rudy Gobert,11.95,2021-12-28,11.95,1,#244e34
Nicolas Batum,5.6,2021-12-28,5.6,2,#0446ac
Evan Fournier,4.25,2021-12-28,4.31,3,#f46e24
Olivier Sarr,3.63,2021-12-28,3.63,4,#0472cc
Timothe Luwawu-Cabarrot,1.03,2021-12-28,1.03,5,#cc062c
Killian Tillie,0.8,2021-12-28,0.8,6,#7c9abc
Théo Maledon,0.76,2021-12-28,0.87,7,#0472cc
Joel Ayayi,0.39,2021-12-28,0.39,8,#041e44
Petr Cornelie,0.19,2021-12-28,0.19,9,#fcc624
Rudy Gobert,11.99,2021-12-29,11.95,1,#244e34
Nicolas Batum,5.6,2021-12-29,5.6,2,#0446ac
Evan Fournier,4.25,2021-12-29,4.25,3,#f46e24
Olivier Sarr,1.81,2021-12-29,3.63,4,#0472cc
Timothe Luwawu-Cabarrot,1.03,2021-12-29,1.03,5,#cc062c
Théo Maledon,0.87,2021-12-29,0.76,6,#0472cc
Killian Tillie,0.85,2021-12-29,0.8,7,#7c9abc
Joel Ayayi,0.39,2021-12-29,0.39,8,#041e44
Jaylen Hoard,0.28,2021-12-29,0.28,9,#0472cc
Petr Cornelie,0.19,2021-12-29,0.19,10,#fcc624
Rudy Gobert,11.99,2021-12-30,11.99,1,#244e34
Nicolas Batum,5.6,2021-12-30,5.6,2,#0446ac
Evan Fournier,4.25,2021-12-30,4.25,3,#f46e24
Olivier Sarr,1.81,2021-12-30,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.03,2021-12-30,1.03,5,#cc062c
Théo Maledon,0.87,2021-12-30,0.87,6,#0472cc
Killian Tillie,0.85,2021-12-30,0.85,7,#7c9abc
Jaylen Hoard,0.28,2021-12-30,0.28,8,#0472cc
Joel Ayayi,0.26,2021-12-30,0.39,9,#041e44
Petr Cornelie,0.19,2021-12-30,0.19,10,#fcc624
Rudy Gobert,11.98,2021-12-31,11.99,1,#244e34
Nicolas Batum,5.6,2021-12-31,5.6,2,#0446ac
Evan Fournier,4.11,2021-12-31,4.25,3,#f46e24
Olivier Sarr,1.81,2021-12-31,1.81,4,#0472cc
Killian Tillie,1.1,2021-12-31,0.85,5,#7c9abc
Timothe Luwawu-Cabarrot,1.03,2021-12-31,1.03,6,#cc062c
Théo Maledon,0.98,2021-12-31,0.87,7,#0472cc
Jaylen Hoard,0.28,2021-12-31,0.28,8,#0472cc
Joel Ayayi,0.26,2021-12-31,0.26,9,#041e44
Petr Cornelie,0.19,2021-12-31,0.19,10,#fcc624
Rudy Gobert,12.02,2022-01-01,11.98,1,#244e34
Nicolas Batum,5.6,2022-01-01,5.6,2,#0446ac
Evan Fournier,4.11,2022-01-01,4.11,3,#f46e24
Olivier Sarr,1.81,2022-01-01,1.81,4,#0472cc
Killian Tillie,1.1,2022-01-01,1.1,5,#7c9abc
Timothe Luwawu-Cabarrot,1.03,2022-01-01,1.03,6,#cc062c
Théo Maledon,0.98,2022-01-01,0.98,7,#0472cc
Jaylen Hoard,0.28,2022-01-01,0.28,8,#0472cc
Joel Ayayi,0.26,2022-01-01,0.26,9,#041e44
Petr Cornelie,0.15,2022-01-01,0.19,10,#fcc624
Rudy Gobert,12.02,2022-01-02,12.02,1,#244e34
Nicolas Batum,5.6,2022-01-02,5.6,2,#0446ac
Evan Fournier,4.14,2022-01-02,4.11,3,#f46e24
Olivier Sarr,1.81,2022-01-02,1.81,4,#0472cc
Killian Tillie,1.1,2022-01-02,1.1,5,#7c9abc
Théo Maledon,1.05,2022-01-02,0.98,6,#0472cc
Timothe Luwawu-Cabarrot,1.03,2022-01-02,1.03,7,#cc062c
Jaylen Hoard,0.28,2022-01-02,0.28,8,#0472cc
Joel Ayayi,0.26,2022-01-02,0.26,9,#041e44
Petr Cornelie,0.15,2022-01-02,0.15,10,#fcc624
Rudy Gobert,11.89,2022-01-03,12.02,1,#244e34
Nicolas Batum,5.6,2022-01-03,5.6,2,#0446ac
Evan Fournier,4.14,2022-01-03,4.14,3,#f46e24
Olivier Sarr,1.81,2022-01-03,1.81,4,#0472cc
Théo Maledon,1.05,2022-01-03,1.05,5,#0472cc
Timothe Luwawu-Cabarrot,1.03,2022-01-03,1.03,6,#cc062c
Killian Tillie,0.91,2022-01-03,1.1,7,#7c9abc
Petr Cornelie,0.29,2022-01-03,0.15,8,#fcc624
Jaylen Hoard,0.28,2022-01-03,0.28,9,#0472cc
Joel Ayayi,0.26,2022-01-03,0.26,10,#041e44
Rudy Gobert,11.89,2022-01-04,11.89,1,#244e34
Nicolas Batum,5.6,2022-01-04,5.6,2,#0446ac
Evan Fournier,3.95,2022-01-04,4.14,3,#f46e24
Olivier Sarr,1.81,2022-01-04,1.81,4,#0472cc
Théo Maledon,1.05,2022-01-04,1.05,5,#0472cc
Timothe Luwawu-Cabarrot,1.03,2022-01-04,1.03,6,#cc062c
Killian Tillie,0.94,2022-01-04,0.91,7,#7c9abc
Petr Cornelie,0.29,2022-01-04,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-01-04,0.28,9,#0472cc
Joel Ayayi,0.26,2022-01-04,0.26,10,#041e44
Rudy Gobert,11.89,2022-01-05,11.89,1,#244e34
Nicolas Batum,5.6,2022-01-05,5.6,2,#0446ac
Evan Fournier,3.95,2022-01-05,3.95,3,#f46e24
Olivier Sarr,1.81,2022-01-05,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.19,2022-01-05,1.03,5,#cc062c
Théo Maledon,1.05,2022-01-05,1.05,6,#0472cc
Killian Tillie,0.94,2022-01-05,0.94,7,#7c9abc
Petr Cornelie,0.29,2022-01-05,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-01-05,0.28,9,#0472cc
Joel Ayayi,0.26,2022-01-05,0.26,10,#041e44
Rudy Gobert,11.89,2022-01-06,11.89,1,#244e34
Nicolas Batum,5.5,2022-01-06,5.6,2,#0446ac
Evan Fournier,4.32,2022-01-06,3.95,3,#f46e24
Olivier Sarr,1.81,2022-01-06,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.19,2022-01-06,1.19,5,#cc062c
Théo Maledon,1.05,2022-01-06,1.05,6,#0472cc
Killian Tillie,0.98,2022-01-06,0.94,7,#7c9abc
Petr Cornelie,0.29,2022-01-06,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-01-06,0.28,9,#0472cc
Joel Ayayi,0.26,2022-01-06,0.26,10,#041e44
Rudy Gobert,11.89,2022-01-07,11.89,1,#244e34
Nicolas Batum,5.5,2022-01-07,5.5,2,#0446ac
Evan Fournier,4.32,2022-01-07,4.32,3,#f46e24
Olivier Sarr,1.81,2022-01-07,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.13,2022-01-07,1.19,5,#cc062c
Théo Maledon,1.1,2022-01-07,1.05,6,#0472cc
Killian Tillie,0.98,2022-01-07,0.98,7,#7c9abc
Petr Cornelie,0.29,2022-01-07,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-01-07,0.28,9,#0472cc
Joel Ayayi,0.26,2022-01-07,0.26,10,#041e44
Rudy Gobert,11.89,2022-01-08,11.89,1,#244e34
Nicolas Batum,5.44,2022-01-08,5.5,2,#0446ac
Evan Fournier,4.32,2022-01-08,4.32,3,#f46e24
Olivier Sarr,1.81,2022-01-08,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.13,2022-01-08,1.13,5,#cc062c
Théo Maledon,1.1,2022-01-08,1.1,6,#0472cc
Killian Tillie,1.05,2022-01-08,0.98,7,#7c9abc
Petr Cornelie,0.29,2022-01-08,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-01-08,0.28,9,#0472cc
Joel Ayayi,0.26,2022-01-08,0.26,10,#041e44
Rudy Gobert,11.89,2022-01-09,11.89,1,#244e34
Nicolas Batum,5.57,2022-01-09,5.44,2,#0446ac
Evan Fournier,4.32,2022-01-09,4.32,3,#f46e24
Olivier Sarr,1.81,2022-01-09,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.38,2022-01-09,1.13,5,#cc062c
Théo Maledon,1.1,2022-01-09,1.1,6,#0472cc
Killian Tillie,1.02,2022-01-09,1.05,7,#7c9abc
Petr Cornelie,0.29,2022-01-09,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-01-09,0.28,9,#0472cc
Joel Ayayi,0.26,2022-01-09,0.26,10,#041e44
Rudy Gobert,11.89,2022-01-10,11.89,1,#244e34
Nicolas Batum,5.57,2022-01-10,5.57,2,#0446ac
Evan Fournier,4.39,2022-01-10,4.32,3,#f46e24
Olivier Sarr,1.81,2022-01-10,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.38,2022-01-10,1.38,5,#cc062c
Théo Maledon,1.1,2022-01-10,1.1,6,#0472cc
Killian Tillie,1.02,2022-01-10,1.02,7,#7c9abc
Petr Cornelie,0.29,2022-01-10,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-01-10,0.28,9,#0472cc
Joel Ayayi,0.26,2022-01-10,0.26,10,#041e44
Rudy Gobert,11.89,2022-01-11,11.89,1,#244e34
Nicolas Batum,5.39,2022-01-11,5.57,2,#0446ac
Evan Fournier,4.39,2022-01-11,4.39,3,#f46e24
Olivier Sarr,1.81,2022-01-11,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.38,2022-01-11,1.38,5,#cc062c
Théo Maledon,1.1,2022-01-11,1.1,6,#0472cc
Killian Tillie,1.02,2022-01-11,1.02,7,#7c9abc
Petr Cornelie,0.29,2022-01-11,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-01-11,0.28,9,#0472cc
Joel Ayayi,0.26,2022-01-11,0.26,10,#041e44
Rudy Gobert,11.89,2022-01-12,11.89,1,#244e34
Nicolas Batum,5.39,2022-01-12,5.39,2,#0446ac
Evan Fournier,4.49,2022-01-12,4.39,3,#f46e24
Olivier Sarr,1.81,2022-01-12,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.36,2022-01-12,1.38,5,#cc062c
Théo Maledon,1.1,2022-01-12,1.1,6,#0472cc
Killian Tillie,1.02,2022-01-12,1.02,7,#7c9abc
Petr Cornelie,0.29,2022-01-12,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-01-12,0.28,9,#0472cc
Joel Ayayi,0.26,2022-01-12,0.26,10,#041e44
Rudy Gobert,11.89,2022-01-13,11.89,1,#244e34
Nicolas Batum,5.31,2022-01-13,5.39,2,#0446ac
Evan Fournier,4.49,2022-01-13,4.49,3,#f46e24
Olivier Sarr,1.81,2022-01-13,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.36,2022-01-13,1.36,5,#cc062c
Théo Maledon,1.1,2022-01-13,1.1,6,#0472cc
Killian Tillie,1.02,2022-01-13,1.02,7,#7c9abc
Petr Cornelie,0.29,2022-01-13,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-01-13,0.28,9,#0472cc
Joel Ayayi,0.26,2022-01-13,0.26,10,#041e44
Rudy Gobert,11.89,2022-01-14,11.89,1,#244e34
Nicolas Batum,5.31,2022-01-14,5.31,2,#0446ac
Evan Fournier,4.49,2022-01-14,4.49,3,#f46e24
Olivier Sarr,1.81,2022-01-14,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.33,2022-01-14,1.36,5,#cc062c
Théo Maledon,1.1,2022-01-14,1.1,6,#0472cc
Killian Tillie,1.02,2022-01-14,1.02,7,#7c9abc
Petr Cornelie,0.29,2022-01-14,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-01-14,0.28,9,#0472cc
Joel Ayayi,0.26,2022-01-14,0.26,10,#041e44
Rudy Gobert,11.89,2022-01-15,11.89,1,#244e34
Nicolas Batum,5.3,2022-01-15,5.31,2,#0446ac
Evan Fournier,4.5,2022-01-15,4.49,3,#f46e24
Olivier Sarr,1.81,2022-01-15,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.32,2022-01-15,1.33,5,#cc062c
Théo Maledon,1.1,2022-01-15,1.1,6,#0472cc
Killian Tillie,1.02,2022-01-15,1.02,7,#7c9abc
Petr Cornelie,0.29,2022-01-15,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-01-15,0.28,9,#0472cc
Joel Ayayi,0.26,2022-01-15,0.26,10,#041e44
Rudy Gobert,11.91,2022-01-16,11.89,1,#244e34
Nicolas Batum,5.3,2022-01-16,5.3,2,#0446ac
Evan Fournier,4.5,2022-01-16,4.5,3,#f46e24
Olivier Sarr,1.81,2022-01-16,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.32,2022-01-16,1.32,5,#cc062c
Théo Maledon,1.1,2022-01-16,1.1,6,#0472cc
Killian Tillie,1.02,2022-01-16,1.02,7,#7c9abc
Petr Cornelie,0.29,2022-01-16,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-01-16,0.28,9,#0472cc
Joel Ayayi,0.26,2022-01-16,0.26,10,#041e44
Rudy Gobert,12.07,2022-01-17,11.91,1,#244e34
Nicolas Batum,5.6,2022-01-17,5.3,2,#0446ac
Evan Fournier,4.42,2022-01-17,4.5,3,#f46e24
Olivier Sarr,1.81,2022-01-17,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.24,2022-01-17,1.32,5,#cc062c
Théo Maledon,1.1,2022-01-17,1.1,6,#0472cc
Killian Tillie,1.02,2022-01-17,1.02,7,#7c9abc
Petr Cornelie,0.29,2022-01-17,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-01-17,0.28,9,#0472cc
Joel Ayayi,0.26,2022-01-17,0.26,10,#041e44
Rudy Gobert,12.07,2022-01-18,12.07,1,#244e34
Nicolas Batum,5.6,2022-01-18,5.6,2,#0446ac
Evan Fournier,4.67,2022-01-18,4.42,3,#f46e24
Olivier Sarr,1.81,2022-01-18,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.24,2022-01-18,1.24,5,#cc062c
Théo Maledon,1.1,2022-01-18,1.1,6,#0472cc
Killian Tillie,1.02,2022-01-18,1.02,7,#7c9abc
Petr Cornelie,0.29,2022-01-18,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-01-18,0.28,9,#0472cc
Joel Ayayi,0.26,2022-01-18,0.26,10,#041e44
Rudy Gobert,12.09,2022-01-19,12.07,1,#244e34
Nicolas Batum,5.6,2022-01-19,5.6,2,#0446ac
Evan Fournier,4.67,2022-01-19,4.67,3,#f46e24
Olivier Sarr,1.81,2022-01-19,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.24,2022-01-19,1.24,5,#cc062c
Théo Maledon,1.1,2022-01-19,1.1,6,#0472cc
Killian Tillie,1.02,2022-01-19,1.02,7,#7c9abc
Petr Cornelie,0.29,2022-01-19,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-01-19,0.28,9,#0472cc
Joel Ayayi,0.26,2022-01-19,0.26,10,#041e44
Rudy Gobert,12.09,2022-01-20,12.09,1,#244e34
Nicolas Batum,5.6,2022-01-20,5.6,2,#0446ac
Evan Fournier,4.57,2022-01-20,4.67,3,#f46e24
Olivier Sarr,1.81,2022-01-20,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.24,2022-01-20,1.24,5,#cc062c
Théo Maledon,1.1,2022-01-20,1.1,6,#0472cc
Killian Tillie,1.02,2022-01-20,1.02,7,#7c9abc
Petr Cornelie,0.29,2022-01-20,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-01-20,0.28,9,#0472cc
Joel Ayayi,0.26,2022-01-20,0.26,10,#041e44
Rudy Gobert,12.16,2022-01-21,12.09,1,#244e34
Nicolas Batum,5.79,2022-01-21,5.6,2,#0446ac
Evan Fournier,4.57,2022-01-21,4.57,3,#f46e24
Olivier Sarr,1.81,2022-01-21,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.24,2022-01-21,1.24,5,#cc062c
Théo Maledon,1.1,2022-01-21,1.1,6,#0472cc
Killian Tillie,1.02,2022-01-21,1.02,7,#7c9abc
Petr Cornelie,0.29,2022-01-21,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-01-21,0.28,9,#0472cc
Joel Ayayi,0.26,2022-01-21,0.26,10,#041e44
Rudy Gobert,12.16,2022-01-22,12.16,1,#244e34
Nicolas Batum,5.79,2022-01-22,5.79,2,#0446ac
Evan Fournier,4.57,2022-01-22,4.57,3,#f46e24
Olivier Sarr,1.81,2022-01-22,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.24,2022-01-22,1.24,5,#cc062c
Théo Maledon,1.1,2022-01-22,1.1,6,#0472cc
Killian Tillie,1.02,2022-01-22,1.02,7,#7c9abc
Petr Cornelie,0.29,2022-01-22,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-01-22,0.28,9,#0472cc
Joel Ayayi,0.26,2022-01-22,0.26,10,#041e44
Rudy Gobert,12.22,2022-01-23,12.16,1,#244e34
Nicolas Batum,5.7,2022-01-23,5.79,2,#0446ac
Evan Fournier,4.58,2022-01-23,4.57,3,#f46e24
Olivier Sarr,1.81,2022-01-23,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.26,2022-01-23,1.24,5,#cc062c
Killian Tillie,1.19,2022-01-23,1.02,6,#7c9abc
Théo Maledon,1.1,2022-01-23,1.1,7,#0472cc
Petr Cornelie,0.29,2022-01-23,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-01-23,0.28,9,#0472cc
Joel Ayayi,0.26,2022-01-23,0.26,10,#041e44
Rudy Gobert,12.22,2022-01-24,12.22,1,#244e34
Nicolas Batum,5.7,2022-01-24,5.7,2,#0446ac
Evan Fournier,4.5,2022-01-24,4.58,3,#f46e24
Olivier Sarr,1.81,2022-01-24,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.26,2022-01-24,1.26,5,#cc062c
Killian Tillie,1.19,2022-01-24,1.19,6,#7c9abc
Théo Maledon,1.1,2022-01-24,1.1,7,#0472cc
Petr Cornelie,0.29,2022-01-24,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-01-24,0.28,9,#0472cc
Joel Ayayi,0.26,2022-01-24,0.26,10,#041e44
Rudy Gobert,12.22,2022-01-25,12.22,1,#244e34
Nicolas Batum,5.52,2022-01-25,5.7,2,#0446ac
Evan Fournier,4.5,2022-01-25,4.5,3,#f46e24
Olivier Sarr,1.81,2022-01-25,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.26,2022-01-25,1.26,5,#cc062c
Killian Tillie,1.19,2022-01-25,1.19,6,#7c9abc
Théo Maledon,1.1,2022-01-25,1.1,7,#0472cc
Petr Cornelie,0.29,2022-01-25,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-01-25,0.28,9,#0472cc
Joel Ayayi,0.26,2022-01-25,0.26,10,#041e44
Rudy Gobert,12.22,2022-01-26,12.22,1,#244e34
Nicolas Batum,5.62,2022-01-26,5.52,2,#0446ac
Evan Fournier,4.36,2022-01-26,4.5,3,#f46e24
Olivier Sarr,1.81,2022-01-26,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.22,2022-01-26,1.26,5,#cc062c
Killian Tillie,1.17,2022-01-26,1.19,6,#7c9abc
Théo Maledon,1.1,2022-01-26,1.1,7,#0472cc
Petr Cornelie,0.29,2022-01-26,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-01-26,0.28,9,#0472cc
Joel Ayayi,0.26,2022-01-26,0.26,10,#041e44
Rudy Gobert,12.22,2022-01-27,12.22,1,#244e34
Nicolas Batum,5.62,2022-01-27,5.62,2,#0446ac
Evan Fournier,4.36,2022-01-27,4.36,3,#f46e24
Olivier Sarr,1.81,2022-01-27,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.22,2022-01-27,1.22,5,#cc062c
Killian Tillie,1.17,2022-01-27,1.17,6,#7c9abc
Théo Maledon,1.1,2022-01-27,1.1,7,#0472cc
Petr Cornelie,0.29,2022-01-27,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-01-27,0.28,9,#0472cc
Joel Ayayi,0.26,2022-01-27,0.26,10,#041e44
Rudy Gobert,12.22,2022-01-28,12.22,1,#244e34
Nicolas Batum,5.58,2022-01-28,5.62,2,#0446ac
Evan Fournier,4.48,2022-01-28,4.36,3,#f46e24
Olivier Sarr,1.81,2022-01-28,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.24,2022-01-28,1.22,5,#cc062c
Théo Maledon,1.15,2022-01-28,1.1,6,#0472cc
Killian Tillie,1.13,2022-01-28,1.17,7,#7c9abc
Petr Cornelie,0.29,2022-01-28,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-01-28,0.28,9,#0472cc
Joel Ayayi,0.26,2022-01-28,0.26,10,#041e44
Rudy Gobert,12.22,2022-01-29,12.22,1,#244e34
Nicolas Batum,5.58,2022-01-29,5.58,2,#0446ac
Evan Fournier,4.48,2022-01-29,4.48,3,#f46e24
Olivier Sarr,1.81,2022-01-29,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.24,2022-01-29,1.24,5,#cc062c
Killian Tillie,1.18,2022-01-29,1.13,6,#7c9abc
Théo Maledon,1.15,2022-01-29,1.15,7,#0472cc
Petr Cornelie,0.29,2022-01-29,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-01-29,0.28,9,#0472cc
Joel Ayayi,0.26,2022-01-29,0.26,10,#041e44
Rudy Gobert,12.22,2022-01-30,12.22,1,#244e34
Nicolas Batum,5.58,2022-01-30,5.58,2,#0446ac
Evan Fournier,4.48,2022-01-30,4.48,3,#f46e24
Olivier Sarr,1.81,2022-01-30,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.2,2022-01-30,1.24,5,#cc062c
Killian Tillie,1.18,2022-01-30,1.18,6,#7c9abc
Théo Maledon,1.15,2022-01-30,1.15,7,#0472cc
Petr Cornelie,0.29,2022-01-30,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-01-30,0.28,9,#0472cc
Joel Ayayi,0.26,2022-01-30,0.26,10,#041e44
Rudy Gobert,12.22,2022-01-31,12.22,1,#244e34
Nicolas Batum,5.58,2022-01-31,5.58,2,#0446ac
Evan Fournier,4.53,2022-01-31,4.48,3,#f46e24
Olivier Sarr,1.81,2022-01-31,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.2,2022-01-31,1.2,5,#cc062c
Killian Tillie,1.18,2022-01-31,1.18,6,#7c9abc
Théo Maledon,1.05,2022-01-31,1.15,7,#0472cc
Petr Cornelie,0.29,2022-01-31,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-01-31,0.28,9,#0472cc
Joel Ayayi,0.26,2022-01-31,0.26,10,#041e44
Rudy Gobert,12.22,2022-02-01,12.22,1,#244e34
Nicolas Batum,5.58,2022-02-01,5.58,2,#0446ac
Evan Fournier,4.53,2022-02-01,4.53,3,#f46e24
