name,value,year,lastValue,rank,tid
Olivier Sarr,1.81,2022-02-01,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.2,2022-02-01,1.2,5,#cc062c
Killian Tillie,1.18,2022-02-01,1.18,6,#7c9abc
Théo Maledon,1.05,2022-02-01,1.05,7,#0472cc
Petr Cornelie,0.29,2022-02-01,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-02-01,0.28,9,#0472cc
Joel Ayayi,0.26,2022-02-01,0.26,10,#041e44
Rudy Gobert,12.22,2022-02-02,12.22,1,#244e34
Nicolas Batum,5.58,2022-02-02,5.58,2,#0446ac
Evan Fournier,4.7,2022-02-02,4.53,3,#f46e24
Olivier Sarr,1.81,2022-02-02,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.2,2022-02-02,1.2,5,#cc062c
Killian Tillie,1.18,2022-02-02,1.18,6,#7c9abc
Théo Maledon,0.98,2022-02-02,1.05,7,#0472cc
Petr Cornelie,0.29,2022-02-02,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-02-02,0.28,9,#0472cc
Joel Ayayi,0.26,2022-02-02,0.26,10,#041e44
Rudy Gobert,12.22,2022-02-03,12.22,1,#244e34
Nicolas Batum,5.52,2022-02-03,5.58,2,#0446ac
Evan Fournier,4.7,2022-02-03,4.7,3,#f46e24
Olivier Sarr,1.81,2022-02-03,1.81,4,#0472cc
Killian Tillie,1.18,2022-02-03,1.18,5,#7c9abc
Timothe Luwawu-Cabarrot,1.17,2022-02-03,1.2,6,#cc062c
Théo Maledon,0.98,2022-02-03,0.98,7,#0472cc
Petr Cornelie,0.29,2022-02-03,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-02-03,0.28,9,#0472cc
Joel Ayayi,0.26,2022-02-03,0.26,10,#041e44
Rudy Gobert,12.22,2022-02-04,12.22,1,#244e34
Nicolas Batum,5.52,2022-02-04,5.52,2,#0446ac
Evan Fournier,4.7,2022-02-04,4.7,3,#f46e24
Olivier Sarr,1.81,2022-02-04,1.81,4,#0472cc
Killian Tillie,1.18,2022-02-04,1.18,5,#7c9abc
Timothe Luwawu-Cabarrot,1.17,2022-02-04,1.17,6,#cc062c
Théo Maledon,0.89,2022-02-04,0.98,7,#0472cc
Petr Cornelie,0.29,2022-02-04,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-02-04,0.28,9,#0472cc
Joel Ayayi,0.26,2022-02-04,0.26,10,#041e44
Rudy Gobert,12.22,2022-02-05,12.22,1,#244e34
Nicolas Batum,5.52,2022-02-05,5.52,2,#0446ac
Evan Fournier,4.68,2022-02-05,4.7,3,#f46e24
Olivier Sarr,1.81,2022-02-05,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.17,2022-02-05,1.17,5,#cc062c
Killian Tillie,1.13,2022-02-05,1.18,6,#7c9abc
Théo Maledon,1.02,2022-02-05,0.89,7,#0472cc
Petr Cornelie,0.29,2022-02-05,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-02-05,0.28,9,#0472cc
Joel Ayayi,0.26,2022-02-05,0.26,10,#041e44
Rudy Gobert,12.22,2022-02-06,12.22,1,#244e34
Nicolas Batum,5.37,2022-02-06,5.52,2,#0446ac
Evan Fournier,4.68,2022-02-06,4.68,3,#f46e24
Olivier Sarr,1.81,2022-02-06,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.17,2022-02-06,1.17,5,#cc062c
Killian Tillie,1.13,2022-02-06,1.13,6,#7c9abc
Théo Maledon,1.02,2022-02-06,1.02,7,#0472cc
Petr Cornelie,0.29,2022-02-06,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-02-06,0.28,9,#0472cc
Joel Ayayi,0.26,2022-02-06,0.26,10,#041e44
Rudy Gobert,12.22,2022-02-07,12.22,1,#244e34
Nicolas Batum,5.37,2022-02-07,5.37,2,#0446ac
Evan Fournier,4.69,2022-02-07,4.68,3,#f46e24
Olivier Sarr,1.81,2022-02-07,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.17,2022-02-07,1.17,5,#cc062c
Killian Tillie,1.13,2022-02-07,1.13,6,#7c9abc
Théo Maledon,0.95,2022-02-07,1.02,7,#0472cc
Petr Cornelie,0.29,2022-02-07,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-02-07,0.28,9,#0472cc
Joel Ayayi,0.26,2022-02-07,0.26,10,#041e44
Rudy Gobert,12.22,2022-02-08,12.22,1,#244e34
Nicolas Batum,5.28,2022-02-08,5.37,2,#0446ac
Evan Fournier,4.77,2022-02-08,4.69,3,#f46e24
Olivier Sarr,1.81,2022-02-08,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.16,2022-02-08,1.17,5,#cc062c
Killian Tillie,1.13,2022-02-08,1.13,6,#7c9abc
Théo Maledon,0.95,2022-02-08,0.95,7,#0472cc
Petr Cornelie,0.29,2022-02-08,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-02-08,0.28,9,#0472cc
Joel Ayayi,0.26,2022-02-08,0.26,10,#041e44
Rudy Gobert,12.22,2022-02-09,12.22,1,#244e34
Nicolas Batum,5.28,2022-02-09,5.28,2,#0446ac
Evan Fournier,4.77,2022-02-09,4.77,3,#f46e24
Olivier Sarr,1.81,2022-02-09,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.16,2022-02-09,1.16,5,#cc062c
Killian Tillie,1.13,2022-02-09,1.13,6,#7c9abc
Théo Maledon,1.12,2022-02-09,0.95,7,#0472cc
Petr Cornelie,0.29,2022-02-09,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-02-09,0.28,9,#0472cc
Joel Ayayi,0.26,2022-02-09,0.26,10,#041e44
Rudy Gobert,12.22,2022-02-10,12.22,1,#244e34
Nicolas Batum,5.33,2022-02-10,5.28,2,#0446ac
Evan Fournier,4.72,2022-02-10,4.77,3,#f46e24
Olivier Sarr,1.81,2022-02-10,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.16,2022-02-10,1.16,5,#cc062c
Killian Tillie,1.13,2022-02-10,1.13,6,#7c9abc
Théo Maledon,1.12,2022-02-10,1.12,7,#0472cc
Petr Cornelie,0.29,2022-02-10,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-02-10,0.28,9,#0472cc
Joel Ayayi,0.26,2022-02-10,0.26,10,#041e44
Rudy Gobert,12.22,2022-02-11,12.22,1,#244e34
Nicolas Batum,5.33,2022-02-11,5.33,2,#0446ac
Evan Fournier,4.72,2022-02-11,4.72,3,#f46e24
Olivier Sarr,1.81,2022-02-11,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.17,2022-02-11,1.16,5,#cc062c
Killian Tillie,1.13,2022-02-11,1.13,6,#7c9abc
Théo Maledon,1.05,2022-02-11,1.12,7,#0472cc
Petr Cornelie,0.29,2022-02-11,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-02-11,0.28,9,#0472cc
Joel Ayayi,0.26,2022-02-11,0.26,10,#041e44
Rudy Gobert,12.22,2022-02-12,12.22,1,#244e34
Nicolas Batum,5.15,2022-02-12,5.33,2,#0446ac
Evan Fournier,4.59,2022-02-12,4.72,3,#f46e24
Olivier Sarr,1.81,2022-02-12,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.17,2022-02-12,1.17,5,#cc062c
Killian Tillie,1.13,2022-02-12,1.13,6,#7c9abc
Théo Maledon,1.05,2022-02-12,1.05,7,#0472cc
Petr Cornelie,0.29,2022-02-12,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-02-12,0.28,9,#0472cc
Joel Ayayi,0.26,2022-02-12,0.26,10,#041e44
Rudy Gobert,12.22,2022-02-13,12.22,1,#244e34
Nicolas Batum,5.15,2022-02-13,5.15,2,#0446ac
Evan Fournier,4.59,2022-02-13,4.59,3,#f46e24
Olivier Sarr,1.81,2022-02-13,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.17,2022-02-13,1.17,5,#cc062c
Killian Tillie,1.13,2022-02-13,1.13,6,#7c9abc
Théo Maledon,1.05,2022-02-13,1.05,7,#0472cc
Petr Cornelie,0.29,2022-02-13,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-02-13,0.28,9,#0472cc
Joel Ayayi,0.26,2022-02-13,0.26,10,#041e44
Rudy Gobert,12.15,2022-02-14,12.22,1,#244e34
Nicolas Batum,5.27,2022-02-14,5.15,2,#0446ac
Evan Fournier,4.74,2022-02-14,4.59,3,#f46e24
Olivier Sarr,1.81,2022-02-14,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.17,2022-02-14,1.17,5,#cc062c
Killian Tillie,1.13,2022-02-14,1.13,6,#7c9abc
Théo Maledon,1.01,2022-02-14,1.05,7,#0472cc
Petr Cornelie,0.29,2022-02-14,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-02-14,0.28,9,#0472cc
Joel Ayayi,0.26,2022-02-14,0.26,10,#041e44
Rudy Gobert,12.15,2022-02-15,12.15,1,#244e34
Nicolas Batum,5.39,2022-02-15,5.27,2,#0446ac
Evan Fournier,4.74,2022-02-15,4.74,3,#f46e24
Olivier Sarr,1.81,2022-02-15,1.81,4,#0472cc
Timothe Luwawu-Cabarrot,1.17,2022-02-15,1.17,5,#cc062c
Killian Tillie,1.13,2022-02-15,1.13,6,#7c9abc
Théo Maledon,1.01,2022-02-15,1.01,7,#0472cc
Petr Cornelie,0.29,2022-02-15,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-02-15,0.28,9,#0472cc
Joel Ayayi,0.26,2022-02-15,0.26,10,#041e44
Rudy Gobert,11.99,2022-02-16,12.15,1,#244e34
Nicolas Batum,5.39,2022-02-16,5.39,2,#0446ac
Evan Fournier,4.76,2022-02-16,4.74,3,#f46e24
Olivier Sarr,1.81,2022-02-16,1.81,4,#0472cc
Théo Maledon,1.25,2022-02-16,1.01,5,#0472cc
Timothe Luwawu-Cabarrot,1.14,2022-02-16,1.17,6,#cc062c
Killian Tillie,1.13,2022-02-16,1.13,7,#7c9abc
Petr Cornelie,0.29,2022-02-16,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-02-16,0.28,9,#0472cc
Joel Ayayi,0.26,2022-02-16,0.26,10,#041e44
Rudy Gobert,11.99,2022-02-17,11.99,1,#244e34
Nicolas Batum,5.34,2022-02-17,5.39,2,#0446ac
Evan Fournier,4.76,2022-02-17,4.76,3,#f46e24
Olivier Sarr,1.81,2022-02-17,1.81,4,#0472cc
Théo Maledon,1.25,2022-02-17,1.25,5,#0472cc
Timothe Luwawu-Cabarrot,1.14,2022-02-17,1.14,6,#cc062c
Killian Tillie,1.13,2022-02-17,1.13,7,#7c9abc
Petr Cornelie,0.29,2022-02-17,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-02-17,0.28,9,#0472cc
Joel Ayayi,0.26,2022-02-17,0.26,10,#041e44
Rudy Gobert,11.99,2022-02-18,11.99,1,#244e34
Nicolas Batum,5.34,2022-02-18,5.34,2,#0446ac
Evan Fournier,4.76,2022-02-18,4.76,3,#f46e24
Olivier Sarr,1.81,2022-02-18,1.81,4,#0472cc
Théo Maledon,1.25,2022-02-18,1.25,5,#0472cc
Timothe Luwawu-Cabarrot,1.14,2022-02-18,1.14,6,#cc062c
Killian Tillie,1.13,2022-02-18,1.13,7,#7c9abc
Petr Cornelie,0.29,2022-02-18,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-02-18,0.28,9,#0472cc
Joel Ayayi,0.26,2022-02-18,0.26,10,#041e44
Rudy Gobert,11.99,2022-02-19,11.99,1,#244e34
Nicolas Batum,5.34,2022-02-19,5.34,2,#0446ac
Evan Fournier,4.76,2022-02-19,4.76,3,#f46e24
Olivier Sarr,1.81,2022-02-19,1.81,4,#0472cc
Théo Maledon,1.25,2022-02-19,1.25,5,#0472cc
Timothe Luwawu-Cabarrot,1.14,2022-02-19,1.14,6,#cc062c
Killian Tillie,1.13,2022-02-19,1.13,7,#7c9abc
Petr Cornelie,0.29,2022-02-19,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-02-19,0.28,9,#0472cc
Joel Ayayi,0.26,2022-02-19,0.26,10,#041e44
Rudy Gobert,11.99,2022-02-20,11.99,1,#244e34
Nicolas Batum,5.34,2022-02-20,5.34,2,#0446ac
Evan Fournier,4.76,2022-02-20,4.76,3,#f46e24
Olivier Sarr,1.81,2022-02-20,1.81,4,#0472cc
Théo Maledon,1.25,2022-02-20,1.25,5,#0472cc
Timothe Luwawu-Cabarrot,1.14,2022-02-20,1.14,6,#cc062c
Killian Tillie,1.13,2022-02-20,1.13,7,#7c9abc
Petr Cornelie,0.29,2022-02-20,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-02-20,0.28,9,#0472cc
Joel Ayayi,0.26,2022-02-20,0.26,10,#041e44
Rudy Gobert,11.99,2022-02-21,11.99,1,#244e34
Nicolas Batum,5.34,2022-02-21,5.34,2,#0446ac
Evan Fournier,4.76,2022-02-21,4.76,3,#f46e24
Olivier Sarr,1.81,2022-02-21,1.81,4,#0472cc
Théo Maledon,1.25,2022-02-21,1.25,5,#0472cc
Timothe Luwawu-Cabarrot,1.14,2022-02-21,1.14,6,#cc062c
Killian Tillie,1.13,2022-02-21,1.13,7,#7c9abc
Petr Cornelie,0.29,2022-02-21,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-02-21,0.28,9,#0472cc
Joel Ayayi,0.26,2022-02-21,0.26,10,#041e44
Rudy Gobert,11.99,2022-02-22,11.99,1,#244e34
Nicolas Batum,5.34,2022-02-22,5.34,2,#0446ac
Evan Fournier,4.76,2022-02-22,4.76,3,#f46e24
Olivier Sarr,1.81,2022-02-22,1.81,4,#0472cc
Théo Maledon,1.25,2022-02-22,1.25,5,#0472cc
Timothe Luwawu-Cabarrot,1.14,2022-02-22,1.14,6,#cc062c
Killian Tillie,1.13,2022-02-22,1.13,7,#7c9abc
Petr Cornelie,0.29,2022-02-22,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-02-22,0.28,9,#0472cc
Joel Ayayi,0.26,2022-02-22,0.26,10,#041e44
Rudy Gobert,11.99,2022-02-23,11.99,1,#244e34
Nicolas Batum,5.34,2022-02-23,5.34,2,#0446ac
Evan Fournier,4.76,2022-02-23,4.76,3,#f46e24
Olivier Sarr,1.81,2022-02-23,1.81,4,#0472cc
Théo Maledon,1.25,2022-02-23,1.25,5,#0472cc
Timothe Luwawu-Cabarrot,1.14,2022-02-23,1.14,6,#cc062c
Killian Tillie,1.13,2022-02-23,1.13,7,#7c9abc
Petr Cornelie,0.29,2022-02-23,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-02-23,0.28,9,#0472cc
Joel Ayayi,0.26,2022-02-23,0.26,10,#041e44
Rudy Gobert,11.99,2022-02-24,11.99,1,#244e34
Nicolas Batum,5.34,2022-02-24,5.34,2,#0446ac
Evan Fournier,4.76,2022-02-24,4.76,3,#f46e24
Théo Maledon,1.2,2022-02-24,1.25,4,#0472cc
Timothe Luwawu-Cabarrot,1.14,2022-02-24,1.14,5,#cc062c
Killian Tillie,1.13,2022-02-24,1.13,6,#7c9abc
Olivier Sarr,1.07,2022-02-24,1.81,7,#0472cc
Petr Cornelie,0.29,2022-02-24,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-02-24,0.28,9,#0472cc
Joel Ayayi,0.26,2022-02-24,0.26,10,#041e44
Rudy Gobert,12.0,2022-02-25,11.99,1,#244e34
Nicolas Batum,5.18,2022-02-25,5.34,2,#0446ac
Evan Fournier,4.68,2022-02-25,4.76,3,#f46e24
Théo Maledon,1.32,2022-02-25,1.2,4,#0472cc
Timothe Luwawu-Cabarrot,1.14,2022-02-25,1.14,5,#cc062c
Killian Tillie,1.13,2022-02-25,1.13,6,#7c9abc
Olivier Sarr,1.06,2022-02-25,1.07,7,#0472cc
Petr Cornelie,0.29,2022-02-25,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-02-25,0.28,9,#0472cc
Joel Ayayi,0.26,2022-02-25,0.26,10,#041e44
Rudy Gobert,12.0,2022-02-26,12.0,1,#244e34
Nicolas Batum,5.18,2022-02-26,5.18,2,#0446ac
Evan Fournier,4.68,2022-02-26,4.68,3,#f46e24
Théo Maledon,1.32,2022-02-26,1.32,4,#0472cc
Killian Tillie,1.13,2022-02-26,1.13,5,#7c9abc
Timothe Luwawu-Cabarrot,1.11,2022-02-26,1.14,6,#cc062c
Olivier Sarr,1.06,2022-02-26,1.06,7,#0472cc
Petr Cornelie,0.29,2022-02-26,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-02-26,0.28,9,#0472cc
Joel Ayayi,0.26,2022-02-26,0.26,10,#041e44
Rudy Gobert,11.93,2022-02-27,12.0,1,#244e34
Nicolas Batum,5.18,2022-02-27,5.18,2,#0446ac
Evan Fournier,4.73,2022-02-27,4.68,3,#f46e24
Théo Maledon,1.32,2022-02-27,1.32,4,#0472cc
Killian Tillie,1.13,2022-02-27,1.13,5,#7c9abc
Timothe Luwawu-Cabarrot,1.11,2022-02-27,1.11,6,#cc062c
Olivier Sarr,1.06,2022-02-27,1.06,7,#0472cc
Petr Cornelie,0.29,2022-02-27,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-02-27,0.28,9,#0472cc
Joel Ayayi,0.26,2022-02-27,0.26,10,#041e44
Rudy Gobert,11.93,2022-02-28,11.93,1,#244e34
Nicolas Batum,5.18,2022-02-28,5.18,2,#0446ac
Evan Fournier,4.73,2022-02-28,4.73,3,#f46e24
Olivier Sarr,1.58,2022-02-28,1.06,4,#0472cc
Théo Maledon,1.38,2022-02-28,1.32,5,#0472cc
Killian Tillie,1.11,2022-02-28,1.13,6,#7c9abc
Timothe Luwawu-Cabarrot,1.11,2022-02-28,1.11,7,#cc062c
Petr Cornelie,0.29,2022-02-28,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-02-28,0.28,9,#0472cc
Joel Ayayi,0.26,2022-02-28,0.26,10,#041e44
Rudy Gobert,11.93,2022-03-01,11.93,1,#244e34
Nicolas Batum,5.09,2022-03-01,5.18,2,#0446ac
Evan Fournier,4.73,2022-03-01,4.73,3,#f46e24
Olivier Sarr,1.58,2022-03-01,1.58,4,#0472cc
Théo Maledon,1.38,2022-03-01,1.38,5,#0472cc
Killian Tillie,1.11,2022-03-01,1.11,6,#7c9abc
Timothe Luwawu-Cabarrot,1.11,2022-03-01,1.11,7,#cc062c
Petr Cornelie,0.29,2022-03-01,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-03-01,0.28,9,#0472cc
Joel Ayayi,0.26,2022-03-01,0.26,10,#041e44
Rudy Gobert,11.99,2022-03-02,11.93,1,#244e34
Nicolas Batum,5.09,2022-03-02,5.09,2,#0446ac
Evan Fournier,4.61,2022-03-02,4.73,3,#f46e24
Olivier Sarr,1.72,2022-03-02,1.58,4,#0472cc
Théo Maledon,1.5,2022-03-02,1.38,5,#0472cc
Killian Tillie,1.11,2022-03-02,1.11,6,#7c9abc
Timothe Luwawu-Cabarrot,1.11,2022-03-02,1.11,7,#cc062c
Petr Cornelie,0.29,2022-03-02,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-03-02,0.28,9,#0472cc
Joel Ayayi,0.26,2022-03-02,0.26,10,#041e44
Rudy Gobert,11.99,2022-03-03,11.99,1,#244e34
Nicolas Batum,5.1,2022-03-03,5.09,2,#0446ac
Evan Fournier,4.61,2022-03-03,4.61,3,#f46e24
Olivier Sarr,1.72,2022-03-03,1.72,4,#0472cc
Théo Maledon,1.5,2022-03-03,1.5,5,#0472cc
Killian Tillie,1.11,2022-03-03,1.11,6,#7c9abc
Timothe Luwawu-Cabarrot,1.11,2022-03-03,1.11,7,#cc062c
Petr Cornelie,0.29,2022-03-03,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-03-03,0.28,9,#0472cc
Joel Ayayi,0.26,2022-03-03,0.26,10,#041e44
Rudy Gobert,11.91,2022-03-04,11.99,1,#244e34
Nicolas Batum,5.1,2022-03-04,5.1,2,#0446ac
Evan Fournier,4.6,2022-03-04,4.61,3,#f46e24
Olivier Sarr,1.82,2022-03-04,1.72,4,#0472cc
Théo Maledon,1.49,2022-03-04,1.5,5,#0472cc
Killian Tillie,1.11,2022-03-04,1.11,6,#7c9abc
Timothe Luwawu-Cabarrot,1.11,2022-03-04,1.11,7,#cc062c
Petr Cornelie,0.29,2022-03-04,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-03-04,0.28,9,#0472cc
Joel Ayayi,0.26,2022-03-04,0.26,10,#041e44
Rudy Gobert,11.91,2022-03-05,11.91,1,#244e34
Nicolas Batum,5.1,2022-03-05,5.1,2,#0446ac
Evan Fournier,4.6,2022-03-05,4.6,3,#f46e24
Olivier Sarr,1.82,2022-03-05,1.82,4,#0472cc
Théo Maledon,1.49,2022-03-05,1.49,5,#0472cc
Timothe Luwawu-Cabarrot,1.11,2022-03-05,1.11,6,#cc062c
Killian Tillie,1.05,2022-03-05,1.11,7,#7c9abc
Petr Cornelie,0.29,2022-03-05,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-03-05,0.28,9,#0472cc
Joel Ayayi,0.26,2022-03-05,0.26,10,#041e44
Rudy Gobert,11.9,2022-03-06,11.91,1,#244e34
Nicolas Batum,4.99,2022-03-06,5.1,2,#0446ac
Evan Fournier,4.57,2022-03-06,4.6,3,#f46e24
Olivier Sarr,2.17,2022-03-06,1.82,4,#0472cc
Théo Maledon,1.5,2022-03-06,1.49,5,#0472cc
Timothe Luwawu-Cabarrot,1.11,2022-03-06,1.11,6,#cc062c
Killian Tillie,1.05,2022-03-06,1.05,7,#7c9abc
Petr Cornelie,0.29,2022-03-06,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-03-06,0.28,9,#0472cc
Joel Ayayi,0.26,2022-03-06,0.26,10,#041e44
Rudy Gobert,11.82,2022-03-07,11.9,1,#244e34
Nicolas Batum,4.99,2022-03-07,4.99,2,#0446ac
Evan Fournier,4.54,2022-03-07,4.57,3,#f46e24
Olivier Sarr,2.17,2022-03-07,2.17,4,#0472cc
Théo Maledon,1.5,2022-03-07,1.5,5,#0472cc
Timothe Luwawu-Cabarrot,1.08,2022-03-07,1.11,6,#cc062c
Killian Tillie,1.05,2022-03-07,1.05,7,#7c9abc
Petr Cornelie,0.29,2022-03-07,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-03-07,0.28,9,#0472cc
Joel Ayayi,0.26,2022-03-07,0.26,10,#041e44
Rudy Gobert,11.82,2022-03-08,11.82,1,#244e34
Nicolas Batum,5.05,2022-03-08,4.99,2,#0446ac
Evan Fournier,4.54,2022-03-08,4.54,3,#f46e24
Olivier Sarr,1.93,2022-03-08,2.17,4,#0472cc
Théo Maledon,1.49,2022-03-08,1.5,5,#0472cc
Timothe Luwawu-Cabarrot,1.08,2022-03-08,1.08,6,#cc062c
Killian Tillie,0.95,2022-03-08,1.05,7,#7c9abc
Petr Cornelie,0.29,2022-03-08,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-03-08,0.28,9,#0472cc
Joel Ayayi,0.26,2022-03-08,0.26,10,#041e44
Rudy Gobert,11.72,2022-03-09,11.82,1,#244e34
Nicolas Batum,5.03,2022-03-09,5.05,2,#0446ac
Evan Fournier,4.47,2022-03-09,4.54,3,#f46e24
Olivier Sarr,1.71,2022-03-09,1.93,4,#0472cc
Théo Maledon,1.52,2022-03-09,1.49,5,#0472cc
Timothe Luwawu-Cabarrot,1.08,2022-03-09,1.08,6,#cc062c
Killian Tillie,0.95,2022-03-09,0.95,7,#7c9abc
Petr Cornelie,0.29,2022-03-09,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-03-09,0.28,9,#0472cc
Joel Ayayi,0.26,2022-03-09,0.26,10,#041e44
Rudy Gobert,11.72,2022-03-10,11.72,1,#244e34
Nicolas Batum,5.03,2022-03-10,5.03,2,#0446ac
Evan Fournier,4.47,2022-03-10,4.47,3,#f46e24
Olivier Sarr,1.71,2022-03-10,1.71,4,#0472cc
Théo Maledon,1.52,2022-03-10,1.52,5,#0472cc
Timothe Luwawu-Cabarrot,1.08,2022-03-10,1.08,6,#cc062c
Killian Tillie,0.95,2022-03-10,0.95,7,#7c9abc
Petr Cornelie,0.29,2022-03-10,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-03-10,0.28,9,#0472cc
Joel Ayayi,0.26,2022-03-10,0.26,10,#041e44
Rudy Gobert,11.76,2022-03-11,11.72,1,#244e34
Nicolas Batum,5.04,2022-03-11,5.03,2,#0446ac
Evan Fournier,4.49,2022-03-11,4.47,3,#f46e24
Olivier Sarr,1.71,2022-03-11,1.71,4,#0472cc
Théo Maledon,1.52,2022-03-11,1.52,5,#0472cc
Timothe Luwawu-Cabarrot,1.08,2022-03-11,1.08,6,#cc062c
Killian Tillie,0.95,2022-03-11,0.95,7,#7c9abc
Petr Cornelie,0.29,2022-03-11,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-03-11,0.28,9,#0472cc
Joel Ayayi,0.26,2022-03-11,0.26,10,#041e44
Rudy Gobert,11.76,2022-03-12,11.76,1,#244e34
Nicolas Batum,5.04,2022-03-12,5.04,2,#0446ac
Evan Fournier,4.49,2022-03-12,4.49,3,#f46e24
Olivier Sarr,1.71,2022-03-12,1.71,4,#0472cc
Théo Maledon,1.52,2022-03-12,1.52,5,#0472cc
Timothe Luwawu-Cabarrot,1.08,2022-03-12,1.08,6,#cc062c
Killian Tillie,0.95,2022-03-12,0.95,7,#7c9abc
Petr Cornelie,0.29,2022-03-12,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-03-12,0.28,9,#0472cc
Joel Ayayi,0.26,2022-03-12,0.26,10,#041e44
Rudy Gobert,11.76,2022-03-13,11.76,1,#244e34
Nicolas Batum,4.97,2022-03-13,5.04,2,#0446ac
Evan Fournier,4.6,2022-03-13,4.49,3,#f46e24
Théo Maledon,1.55,2022-03-13,1.52,4,#0472cc
Olivier Sarr,1.44,2022-03-13,1.71,5,#0472cc
Timothe Luwawu-Cabarrot,1.06,2022-03-13,1.08,6,#cc062c
Killian Tillie,0.95,2022-03-13,0.95,7,#7c9abc
Petr Cornelie,0.29,2022-03-13,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-03-13,0.28,9,#0472cc
Joel Ayayi,0.26,2022-03-13,0.26,10,#041e44
Rudy Gobert,11.76,2022-03-14,11.76,1,#244e34
Nicolas Batum,4.95,2022-03-14,4.97,2,#0446ac
Evan Fournier,4.6,2022-03-14,4.6,3,#f46e24
Olivier Sarr,1.58,2022-03-14,1.44,4,#0472cc
Théo Maledon,1.57,2022-03-14,1.55,5,#0472cc
Timothe Luwawu-Cabarrot,1.08,2022-03-14,1.06,6,#cc062c
Killian Tillie,0.95,2022-03-14,0.95,7,#7c9abc
Petr Cornelie,0.29,2022-03-14,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-03-14,0.28,9,#0472cc
Joel Ayayi,0.26,2022-03-14,0.26,10,#041e44
Rudy Gobert,11.76,2022-03-15,11.76,1,#244e34
Nicolas Batum,4.95,2022-03-15,4.95,2,#0446ac
Evan Fournier,4.6,2022-03-15,4.6,3,#f46e24
Olivier Sarr,1.58,2022-03-15,1.58,4,#0472cc
Théo Maledon,1.57,2022-03-15,1.57,5,#0472cc
Timothe Luwawu-Cabarrot,1.08,2022-03-15,1.08,6,#cc062c
Killian Tillie,0.91,2022-03-15,0.95,7,#7c9abc
Petr Cornelie,0.29,2022-03-15,0.29,8,#fcc624
Jaylen Hoard,0.28,2022-03-15,0.28,9,#0472cc
Joel Ayayi,0.26,2022-03-15,0.26,10,#041e44
Rudy Gobert,11.78,2022-03-16,11.76,1,#244e34
Nicolas Batum,4.99,2022-03-16,4.95,2,#0446ac
Evan Fournier,4.63,2022-03-16,4.6,3,#f46e24
